,dates,Class M,Class S,Class I,Class P,Policy Passed,Conflict Indicator
814,2003,1,0,0,0,1,0
815,2005,1,0,0,0,0,1
816,1998,1,0,0,0,1,0
817,2007,1,0,0,0,0,1
818,2005,1,0,0,0,1,0
819,2004,1,0,0,0,1,0
820,2005,0,0,0,0,0,0
821,2014,1,0,1,0,0,1
822,2017,1,0,1,0,1,1
823,2017,1,0,0,0,0,1
824,2011,1,0,0,0,1,1
825,2016,1,0,0,0,1,0
826,2000,1,0,0,1,0,1
827,2017,1,0,0,0,0,1
828,1997,1,0,0,0,1,0
829,2005,1,0,0,0,1,0
830,2013,1,0,0,0,0,1
831,2012,1,0,0,0,0,1
832,2007,1,0,0,0,0,0
833,2004,1,0,0,0,0,1
834,2012,1,0,0,0,0,0
835,2018,2,2,0,0,0,0
836,2012,1,0,0,0,0,0
837,2006,1,0,0,0,0,0
838,2011,0,0,0,0,0,1
839,2012,1,0,0,0,1,0
840,2010,1,0,0,0,1,0
841,2000,1,0,0,0,0,0
842,2006,1,0,0,0,0,0
843,2010,1,0,0,0,0,1
844,2019,1,0,0,0,0,0
845,2008,1,0,0,0,0,1
846,1995,1,0,0,0,1,0
847,2001,0,0,0,0,0,0
848,2008,0,0,0,0,0,1
849,2014,1,0,0,0,1,0
850,2015,1,0,0,0,1,0
851,2014,1,0,0,0,0,1
852,2011,1,0,0,0,1,0
853,2006,1,0,0,0,1,0
854,2017,1,0,0,0,0,0
855,2009,1,0,0,0,1,1
856,2018,1,0,0,0,1,1
857,2012,1,0,0,0,0,0
858,1995,1,0,0,0,0,0
859,1999,1,0,0,0,0,1
860,2006,1,0,0,0,1,0
861,1994,1,0,1,0,1,0
862,2006,1,0,0,0,0,1
863,2008,1,0,0,0,1,1
864,2019,1,0,0,0,0,1
865,2018,1,0,0,0,0,0
866,2016,1,0,0,0,0,1
867,1998,1,0,0,0,1,1
868,2012,1,0,0,0,0,1
869,2005,1,0,0,0,0,1
870,2008,1,0,0,0,1,0
871,2016,1,0,0,0,0,0
872,2005,1,0,0,0,0,1
873,2012,1,0,0,0,1,0
874,2017,1,3,0,0,0,1
875,1994,1,0,0,0,1,1
876,2002,1,0,0,0,1,0
877,2004,1,0,1,1,0,1
878,1994,1,0,0,0,0,0
879,2013,1,0,0,0,1,0
880,2008,1,0,0,0,0,0
881,1999,1,0,0,0,0,0
882,2009,1,0,0,0,0,0
883,2001,1,0,0,0,0,1
884,2008,1,0,0,0,0,0
885,2000,0,0,0,0,0,1
886,2010,1,0,0,0,0,1
887,2000,1,0,0,0,0,1
888,2018,1,1,1,0,0,1
889,2011,1,0,0,0,0,1
890,2015,1,0,0,0,0,1
891,2006,1,0,0,0,1,0
892,1996,1,0,0,0,0,0
893,2008,1,2,0,0,0,1
894,2013,1,0,0,0,0,0
895,2014,1,0,0,0,0,1
896,2002,0,0,0,0,0,0
897,1996,1,1,1,1,0,1
898,2015,1,0,0,0,1,0
899,2011,1,0,0,0,1,0
900,2009,1,0,0,0,0,1
901,2009,1,0,0,0,0,1
902,2018,1,0,0,0,0,0
903,2015,1,0,0,0,1,0
904,1999,1,0,0,0,1,1
905,2018,1,0,0,0,0,0
906,2000,1,0,0,0,0,1
907,1999,1,0,0,0,1,0
908,2003,1,0,0,0,0,0
909,2016,1,0,0,0,0,0
910,2002,0,0,0,0,0,0
911,2018,1,0,0,0,0,0
912,1997,1,0,0,0,0,0
913,2002,1,0,0,0,0,0
914,2006,1,0,0,0,1,0
915,2010,1,0,0,0,1,0
916,2001,1,0,0,1,0,0
917,2016,1,0,0,0,0,1
918,2019,1,0,0,0,0,1
919,2018,1,0,0,0,0,1
920,2015,1,0,0,0,0,1
921,2017,1,0,0,0,1,1
922,2007,0,0,0,0,0,0
923,1997,1,0,0,0,1,0
924,2018,1,0,0,0,0,0
925,2018,1,0,0,0,1,1
926,1995,1,0,0,0,1,0
927,2012,1,0,0,0,0,0
928,2008,1,0,0,0,0,0
929,2012,1,0,0,0,0,1
930,2019,1,0,0,0,0,1
931,2008,1,0,0,0,1,1
932,2001,1,0,2,0,0,1
933,1997,1,0,0,0,0,0
934,1994,1,0,0,0,1,0
935,2016,1,0,0,0,0,0
936,2007,1,0,0,0,0,0
937,2001,1,0,0,0,1,0
938,2013,1,0,0,0,0,0
939,2003,0,0,0,0,0,1
940,2007,1,0,0,0,0,0
941,2014,1,0,0,0,1,0
942,2003,1,0,0,0,0,0
943,2009,1,0,0,0,0,0
944,2005,1,0,0,0,0,0
945,1999,1,0,0,0,0,0
946,2007,1,0,0,0,0,0
947,2016,1,0,0,0,1,1
948,2018,1,0,1,0,0,1
949,2000,1,0,0,0,0,1
950,2003,1,0,0,0,0,1
951,1994,1,0,0,0,0,0
952,2004,1,0,0,0,1,0
953,2019,0,0,0,0,0,1
954,2010,1,0,0,0,0,0
955,1995,1,0,0,0,0,0
956,2007,1,0,0,0,1,0
957,2013,1,0,0,0,0,1
958,2004,1,0,0,0,0,1
959,2005,1,0,0,0,0,0
960,2010,1,0,0,0,0,1
961,2007,1,0,0,0,0,1
962,2006,1,0,0,0,1,0
963,2004,1,0,0,0,1,0
964,2011,1,0,0,0,0,0
965,2018,1,0,0,0,0,1
966,2015,1,0,0,0,0,0
967,2008,1,0,0,1,0,1
968,2014,1,0,0,0,1,1
969,2012,1,0,0,0,0,0
970,2008,0,0,0,0,0,0
971,2006,1,0,0,0,0,1
972,2002,1,0,0,0,1,0
973,2002,1,0,0,0,0,1
974,2006,0,0,0,0,0,0
975,1999,1,0,0,0,1,0
976,2009,1,0,0,0,0,0
977,2019,1,0,0,0,0,1
978,2017,1,0,0,0,0,1
979,2002,1,0,0,0,1,0
980,2002,1,0,0,0,0,0
981,2017,1,0,0,0,0,1
982,2004,1,0,0,0,0,0
983,1994,1,0,0,0,0,0
984,2015,1,0,0,0,0,0
985,2008,1,0,0,0,0,0
986,2018,1,0,0,0,0,1
987,2012,1,0,0,0,1,0
988,2014,1,0,0,0,1,0
989,2015,1,0,0,0,0,0
990,2015,1,0,0,0,0,0
991,2017,1,0,0,0,1,1
992,2003,1,0,0,0,0,1
993,2000,1,0,0,0,0,1
994,2005,1,0,0,0,1,0
995,2018,1,0,0,0,0,1
996,2002,1,0,0,0,1,0
997,1998,1,0,0,0,1,0
998,2012,1,0,0,0,0,1
999,2015,1,0,0,0,0,0
1000,2011,1,0,0,0,1,0
1001,1995,1,0,0,0,1,1
1002,1996,1,0,0,0,1,0
1003,2015,1,0,0,0,0,0
1004,2001,1,0,0,0,0,1
1005,1995,1,0,0,0,0,0
1006,2008,0,0,0,0,0,1
1007,2018,1,3,0,0,0,1
1008,2000,1,0,0,0,0,0
1009,1999,1,0,0,0,0,1
1010,2011,1,0,0,0,1,0
1011,1995,1,0,0,0,0,0
1012,2000,1,0,0,0,0,1
1013,2004,1,0,0,0,1,0
1014,2005,1,0,0,0,0,0
1015,2013,1,0,0,0,0,1
1016,2019,1,0,0,0,0,1
1017,2001,1,0,0,0,1,0
1018,2011,1,0,1,0,0,1
1019,2019,1,0,0,0,0,1
1020,2005,1,0,0,0,1,0
1021,2017,1,0,0,0,1,0
1022,2009,1,0,0,1,0,1
1023,2003,1,0,0,0,0,1
1024,2006,1,0,1,1,0,1
1025,2014,1,0,0,0,0,0
1026,2011,1,0,0,0,0,1
1027,2002,1,0,0,0,1,0
1028,2008,1,0,0,0,0,0
1029,2018,1,0,0,0,0,1
1030,2005,1,0,0,0,0,1
1031,2018,1,1,0,0,0,1
1032,1999,1,0,0,0,0,0
1033,2006,1,0,0,0,0,0
1034,2004,1,0,0,0,1,0
1035,2012,1,0,0,0,0,1
1036,2008,1,0,0,0,0,0
1037,1999,1,0,0,0,0,0
1038,2011,1,1,0,0,0,0
1039,1995,1,0,0,0,1,0
1040,2003,1,0,1,0,0,1
1041,2014,1,0,0,0,1,1
1042,2014,1,0,0,0,0,1
1043,2017,1,0,0,0,1,1
1044,2008,0,0,0,0,0,0
1045,2006,0,0,0,0,0,0
1046,2011,1,0,0,0,0,1
1047,2011,1,0,0,0,0,1
1048,1996,1,0,0,0,0,1
1049,1997,1,0,0,0,0,0
1050,2002,1,0,0,0,1,0
1051,2006,1,0,0,0,0,0
1052,2008,1,0,0,0,1,0
1053,2012,1,0,0,0,1,0
1054,2005,1,0,0,0,1,0
1055,1998,1,0,0,0,1,1
1056,2003,1,0,0,0,1,0
1057,1999,1,0,0,0,0,0
1058,2009,1,0,0,0,1,0
1059,2017,1,1,0,0,0,1
1060,2003,1,0,0,1,0,1
1061,2018,1,0,0,0,0,0
1062,1994,1,0,0,0,0,0
1063,2016,1,0,0,0,1,1
1064,2010,1,0,0,0,0,0
1065,2011,1,0,0,0,1,0
1066,2016,1,1,0,0,0,0
1067,1996,1,0,0,0,0,1
1068,2018,1,0,0,0,0,0
1069,1995,1,0,0,0,1,1
1070,2009,1,0,0,0,1,0
1071,1999,1,0,0,0,1,1
1072,1996,1,0,0,0,0,0
1073,1995,1,0,0,0,1,0
1074,2009,1,0,0,0,0,0
1075,2015,1,0,0,0,0,1
1076,2010,1,0,0,0,0,0
1077,2007,1,0,0,0,1,0
1078,2019,1,0,0,0,0,1
1079,2011,1,0,0,0,0,1
1080,2014,1,0,0,0,0,1
1081,2015,1,0,0,0,0,1
1082,1995,1,0,0,0,0,0
1083,2015,1,0,0,0,1,0
1084,2000,1,0,0,0,1,0
1085,2007,1,0,0,0,0,0
1086,2015,1,0,0,0,1,1
1087,2001,1,0,0,0,0,1
1088,2001,1,0,0,0,1,0
1089,2002,1,0,0,0,1,0
1090,2014,1,0,0,0,0,1
1091,2003,1,0,0,0,1,0
1092,1996,1,0,0,0,0,0
1093,2006,0,0,0,0,0,1
1094,2019,1,0,0,0,0,1
1095,2004,0,0,0,0,0,0
1096,2011,1,0,0,0,0,0
1097,2011,1,0,0,0,0,1
1098,2016,1,0,0,0,1,0
1099,2005,1,0,0,1,0,1
1100,2018,1,0,0,0,0,1
1101,1994,1,0,0,0,1,1
1102,2015,1,0,0,0,0,1
1103,2015,1,0,0,0,0,0
1104,1996,1,0,0,0,0,0
1105,1994,1,0,0,0,0,1
1106,2007,1,0,0,0,0,1
1107,2004,1,0,0,0,1,0
1108,2008,1,0,0,0,1,0
1109,2012,1,0,0,0,0,0
1110,2001,1,0,0,0,1,0
1111,1999,1,0,0,0,0,0
1112,2019,1,0,0,0,0,1
1113,2018,1,1,0,0,1,0
1114,2008,1,0,0,1,0,0
1115,2018,1,0,0,0,0,0
1116,1999,1,0,0,0,0,1
1117,2005,0,0,0,0,0,1
1118,2008,1,0,0,0,0,1
1119,2002,1,0,0,0,1,0
1120,2005,1,0,0,0,1,0
1121,2003,1,0,0,1,0,1
1122,2005,1,0,0,0,0,1
1123,2011,1,0,0,0,0,1
1124,2000,1,0,0,0,0,1
1125,2005,1,0,0,0,0,0
1126,1997,1,0,0,0,1,0
1127,2000,1,0,0,0,1,0
1128,2009,1,0,0,0,0,0
1129,2005,1,0,0,0,0,0
1130,2006,1,0,0,0,0,1
1131,2015,1,0,0,0,0,1
1132,2008,1,0,0,0,0,0
1133,1996,1,0,1,0,1,1
1134,2007,0,0,0,0,0,0
1135,2014,1,0,0,0,0,1
1136,2002,0,0,0,0,0,0
1137,1994,1,0,0,0,0,0
1138,2018,1,0,0,0,0,1
1139,2000,0,0,0,0,0,0
1140,2008,1,0,0,0,0,1
1141,2016,1,0,0,0,0,0
1142,1995,1,0,0,0,0,0
1143,1994,1,0,0,0,1,0
1144,2002,1,0,0,0,1,0
1145,2016,1,0,0,0,1,0
1146,2015,1,0,0,0,1,0
1147,2016,1,0,0,0,1,0
1148,2002,1,0,0,0,0,1
1149,2018,1,0,0,0,0,1
1150,2009,1,0,0,0,0,1
1151,2006,0,0,0,0,0,0
1152,2008,1,0,0,0,0,0
1153,2018,1,0,0,0,1,1
1154,2012,1,0,0,0,1,1
1155,2017,1,0,0,0,0,1
1156,2002,1,0,0,0,0,0
1157,2007,1,0,0,0,0,1
1158,2004,0,0,0,0,0,0
1159,2006,1,0,0,0,0,0
1160,1994,1,0,0,0,1,0
1161,2013,1,0,0,0,0,0
1162,2018,1,0,0,0,1,0
1163,2009,1,0,0,0,0,0
1164,2008,1,0,0,1,0,0
1165,2004,1,0,0,0,0,1
1166,2016,1,0,0,0,1,1
1167,2017,1,0,2,0,0,1
1168,2001,1,0,0,0,0,0
1169,2016,1,0,0,0,1,0
1170,2005,1,0,0,0,0,0
1171,1996,1,0,0,0,0,0
1172,2006,1,0,0,0,1,0
1173,2017,1,0,0,0,0,1
1174,1999,1,0,1,1,0,1
1175,2019,1,0,0,0,0,1
1176,2007,1,0,0,0,0,0
1177,2003,1,1,0,0,0,0
1178,2015,1,0,0,0,0,1
1179,2005,1,0,0,1,0,1
1180,2004,1,0,0,0,0,0
1181,2018,1,0,0,0,0,0
1182,2005,0,0,0,0,0,1
1183,1999,1,0,0,0,1,0
1184,2007,1,0,0,0,0,1
1185,2010,1,0,0,0,0,1
1186,1994,1,0,0,1,1,1
1187,2001,1,0,1,1,0,1
1188,2011,1,0,0,0,1,0
1189,2011,1,0,0,0,0,1
1190,2014,1,0,1,0,1,0
1191,2000,1,0,0,0,1,0
1192,2011,1,0,0,0,1,0
1193,2002,1,0,0,1,0,1
1194,2001,1,0,0,0,1,0
1195,2000,1,0,0,0,1,1
1196,2000,1,0,0,0,1,0
1197,2016,5,0,1,0,0,1
1198,2005,1,0,0,0,0,1
1199,2006,0,0,0,0,0,0
1200,2007,1,0,0,0,0,1
1201,2007,0,0,0,0,0,1
1202,2015,1,0,0,0,0,1
1203,1995,1,0,0,0,0,0
1204,2009,1,0,0,0,0,0
1205,2018,1,1,0,0,0,1
1206,2019,0,0,0,0,0,1
1207,2016,1,0,0,0,1,1
1208,2006,1,0,0,0,0,1
1209,2000,1,0,0,0,0,0
1210,2019,1,1,0,0,0,1
1211,2009,1,0,0,0,0,0
1212,2006,1,0,0,0,1,0
1213,2019,1,0,0,0,1,1
1214,2001,1,0,0,0,0,0
1215,2000,0,0,0,0,0,1
1216,2001,1,0,0,0,0,1
1217,2011,1,0,0,0,0,1
1218,1994,1,0,0,0,1,1
1219,2006,1,0,1,1,0,1
1220,2013,1,0,0,0,1,0
1221,2017,1,0,0,0,1,0
1222,2019,1,0,0,0,1,1
1223,2010,1,0,0,0,0,1
1224,2019,1,0,0,0,0,1
1225,2006,0,0,0,0,0,1
1226,2016,1,0,0,0,0,1
1227,2014,1,0,0,0,0,0
1228,2000,1,0,0,0,0,0
1229,2011,1,0,0,0,1,0
1230,1996,1,0,0,0,1,1
1231,2014,1,0,0,0,0,1
1232,2012,1,0,0,0,0,1
1233,2017,1,0,0,0,1,0
1234,2013,1,0,0,0,0,1
1235,2004,0,0,0,0,0,1
1236,2010,1,0,0,0,1,1
1237,2008,1,0,0,0,0,0
1238,2015,1,0,1,0,0,1
1239,2016,1,0,0,0,1,1
1240,2016,1,0,0,0,1,0
1241,2010,1,1,0,1,0,1
1242,2017,1,0,0,0,0,1
1243,2019,1,0,0,0,0,1
1244,2001,1,0,0,0,0,0
1245,2005,1,0,0,0,0,0
1246,2013,1,0,0,0,0,1
1247,1999,1,0,0,1,0,1
1248,1994,1,0,0,0,1,1
1249,2007,1,0,0,0,0,0
1250,2001,1,0,0,0,0,0
1251,2014,1,0,1,0,1,1
1252,2016,1,0,0,0,0,0
1253,1994,1,0,0,0,0,0
1254,1994,1,0,0,0,1,0
1255,2014,1,0,0,0,0,1
1256,1998,1,0,0,2,0,0
1257,2010,1,0,0,0,0,0
1258,2012,1,0,0,0,0,0
1259,1995,1,0,0,0,1,0
1260,2018,1,0,0,0,0,0
1261,2004,1,0,1,0,0,1
1262,1997,1,0,0,0,1,1
1263,2018,1,0,0,0,0,0
1264,2014,1,0,0,0,0,1
1265,2019,1,0,0,0,1,1
1266,2009,1,0,0,1,0,1
1267,2014,1,0,0,0,0,1
1268,1994,1,0,0,0,0,0
1269,2015,1,0,0,0,0,1
1270,2010,1,0,0,0,1,0
1271,2008,1,0,0,1,0,1
1272,1994,1,0,0,0,0,0
1273,1994,1,0,0,0,0,0
1274,2004,1,0,0,0,0,1
1275,2009,1,0,0,0,0,0
1276,2012,1,4,0,0,0,1
1277,2010,1,0,0,0,1,0
1278,2012,1,0,1,0,0,1
1279,2008,1,0,0,0,0,0
1280,2018,1,0,0,0,0,0
1281,2009,0,0,0,0,0,1
1282,2006,1,0,0,0,1,0
1283,2019,1,0,0,0,0,1
1284,2011,1,0,0,0,0,0
1285,2009,1,0,0,0,1,1
1286,2008,1,0,0,0,0,0
1287,2019,1,0,0,0,0,0
1288,2003,1,1,0,0,0,1
1289,2008,1,0,0,0,1,0
1290,1997,1,0,0,0,1,0
1291,1999,1,0,0,0,1,1
1292,2003,1,0,0,0,1,0
1293,2011,1,0,0,0,0,1
1294,2014,1,0,0,0,0,1
1295,2008,1,0,0,0,0,0
1296,2003,1,0,0,0,1,0
1297,2013,1,0,0,0,1,0
1298,2004,1,0,0,0,0,0
1299,2003,0,0,0,0,0,0
1300,2010,1,0,0,1,0,1
1301,2009,1,0,0,0,0,1
1302,1995,1,0,0,0,0,0
1303,2002,1,0,0,0,1,0
1304,2006,0,0,0,0,0,0
1305,2019,1,0,0,0,1,0
1306,2002,1,0,0,0,0,1
1307,2002,1,0,0,0,0,0
1308,2004,1,0,0,0,1,1
1309,2007,1,0,0,0,0,1
1310,2005,1,0,0,0,0,0
1311,2017,1,0,0,0,0,0
1312,2016,1,0,0,0,0,0
1313,1994,1,0,0,0,0,0
1314,2005,1,0,0,0,1,0
1315,2016,1,0,0,0,0,0
1316,2008,1,0,0,0,0,0
1317,2014,1,0,0,0,0,0
1318,2000,1,0,1,1,0,1
1319,1994,0,0,0,0,0,0
1320,2002,1,0,0,1,0,1
1321,2014,1,0,1,1,0,1
1322,2007,1,0,0,1,0,1
1323,2017,1,0,0,0,1,0
1324,2002,0,0,0,0,0,1
1325,2000,1,0,0,1,0,1
1326,2002,1,0,0,0,0,0
1327,1994,1,0,0,0,1,1
1328,2013,1,0,1,0,0,1
1329,2019,1,0,0,0,1,1
1330,1997,1,0,0,0,1,0
1331,2008,1,0,0,0,0,0
1332,2015,1,0,0,0,0,0
1333,2012,1,0,0,0,0,0
1334,2003,1,0,0,0,1,1
1335,2019,1,0,0,0,0,0
1336,2019,1,0,3,0,0,1
1337,2018,1,0,0,0,1,1
1338,1998,1,0,0,0,1,0
1339,2011,1,0,0,0,0,0
1340,2008,0,0,0,0,0,0
1341,2004,1,0,0,0,0,0
1342,2017,1,0,0,0,1,1
1343,2010,1,0,0,1,0,1
1344,2018,1,0,0,0,0,1
1345,2016,1,21,0,0,1,1
1346,1996,1,0,0,0,0,0
1347,2005,1,0,0,0,0,0
1348,2007,1,0,0,0,1,0
1349,2003,1,0,0,0,0,0
1350,1997,1,0,0,0,0,0
1351,2016,1,0,0,0,0,0
1352,2012,1,0,0,0,0,0
1353,2014,1,0,0,0,0,1
1354,2018,1,0,0,0,0,0
1355,2018,1,0,0,0,0,0
1356,2007,1,0,0,0,0,0
1357,2008,1,1,0,0,0,1
1358,1994,1,0,0,0,0,0
1359,2001,1,0,0,0,0,1
1360,2005,1,4,0,0,0,1
1361,1995,1,0,0,0,1,1
1362,2014,1,0,0,0,0,0
1363,2000,0,0,0,0,0,0
1364,2016,1,0,0,0,0,1
1365,2006,1,0,0,0,0,0
1366,1996,1,0,0,0,0,0
1367,2011,0,0,0,0,0,1
1368,2008,1,0,0,0,0,0
1369,2005,0,0,0,0,0,0
1370,1994,1,0,0,0,0,0
1371,2004,2,0,0,1,0,1
1372,2003,1,0,0,0,0,0
1373,2012,1,0,0,0,0,1
1374,2009,1,0,0,0,0,1
1375,2013,1,0,0,0,0,0
1376,1999,1,1,0,0,1,1
1377,2010,1,0,0,0,0,1
1378,2018,1,0,0,0,0,0
1379,2016,1,0,0,0,0,1
1380,2008,1,0,0,0,1,0
1381,2019,1,0,0,0,0,1
1382,2005,1,0,0,0,1,0
1383,2010,1,0,0,0,1,0
1384,1998,1,0,0,0,0,0
1385,2008,1,0,1,0,0,1
1386,2015,1,0,0,0,1,1
1387,2011,1,0,0,0,1,0
1388,2009,0,0,0,0,0,0
1389,2008,1,0,0,0,0,0
1390,2002,2,0,1,1,0,1
1391,2014,1,0,0,0,0,1
1392,2010,0,0,0,0,0,0
1393,2012,1,0,0,0,0,1
1394,2007,0,0,0,0,0,0
1395,2007,1,0,0,0,0,0
1396,2008,1,0,0,0,0,1
1397,2010,1,0,0,0,1,0
1398,2017,1,0,0,0,0,1
1399,2013,1,0,1,0,0,1
1400,2014,1,0,0,0,0,1
1401,2016,1,0,0,0,0,1
1402,1994,1,0,0,0,0,0
1403,2000,1,0,0,0,0,0
1404,2006,0,0,0,0,0,0
1405,2000,1,0,0,0,0,1
1406,2005,1,0,0,1,0,0
1407,2015,1,0,0,0,1,0
1408,1997,1,0,0,0,1,0
1409,2012,1,0,0,0,1,0
1410,1994,1,0,0,0,0,0
1411,2015,1,0,0,0,0,1
1412,1997,1,0,0,0,0,0
1413,2011,1,0,0,0,0,1
1414,2007,1,0,0,0,0,1
1415,2008,1,0,0,0,0,1
1416,2000,1,0,0,0,1,0
1417,2003,1,0,0,0,1,0
1418,2016,1,0,0,0,0,1
1419,2005,1,0,0,0,0,0
1420,2017,1,0,0,0,0,1
1421,2010,1,0,0,0,0,0
1422,2012,1,0,0,0,1,0
1423,1998,1,0,0,1,0,1
1424,2014,1,0,0,0,1,0
1425,2001,1,0,0,0,0,1
1426,1997,1,0,0,0,1,0
1427,2003,1,0,0,0,1,0
1428,1999,1,0,0,0,0,1
1429,1997,1,0,0,0,0,1
1430,2002,0,0,0,0,0,1
1431,2017,1,0,0,0,0,1
1432,2004,1,0,0,0,1,0
1433,2006,1,0,0,0,1,1
1434,2006,1,0,0,0,0,0
1435,2007,1,0,0,0,0,1
1436,1994,1,0,0,0,1,0
1437,2013,1,0,0,0,0,1
1438,2002,1,0,0,0,0,1
1439,2010,1,0,0,0,0,1
1440,2010,1,0,0,0,1,0
1441,2019,1,0,0,0,0,1
1442,2013,1,0,0,1,0,0
1443,2008,1,0,1,0,0,1
1444,2010,1,0,0,0,0,1
1445,2003,1,0,0,0,1,0
1446,2019,1,0,0,0,0,1
1447,1997,1,0,0,0,0,0
1448,2009,0,0,0,0,0,0
1449,2018,1,0,0,0,0,1
1450,2016,1,0,0,0,0,1
1451,2007,1,0,0,1,0,1
1452,1997,1,0,0,0,1,0
1453,2001,0,0,0,0,0,0
1454,1997,1,0,0,0,0,0
1455,2009,1,0,0,0,1,1
1456,2019,1,0,0,0,0,1
1457,2015,1,0,0,0,0,0
1458,2000,0,0,0,0,0,1
1459,2001,1,0,0,0,0,1
1460,2016,1,0,0,0,0,1
1461,2011,1,0,0,0,1,0
1462,2017,1,0,0,0,0,0
1463,2016,1,0,1,0,1,0
1464,2014,1,0,0,0,1,0
1465,2002,1,0,0,0,1,0
1466,2000,1,0,0,0,0,1
1467,2008,1,0,0,0,0,0
1468,1996,1,0,0,0,0,0
1469,2011,1,0,0,0,0,1
1470,2012,1,0,0,0,1,0
1471,2006,1,1,1,0,0,0
1472,2005,1,0,0,0,0,0
1473,2017,1,0,0,0,0,1
1474,2016,1,0,0,0,1,0
1475,2015,1,0,0,0,1,0
1476,2013,1,0,0,0,1,1
1477,1998,1,1,0,0,1,1
1478,1994,1,0,0,0,1,0
1479,1995,1,0,0,0,0,0
1480,2001,2,0,0,0,0,1
1481,2008,1,0,0,1,0,1
1482,2004,1,0,0,0,0,0
1483,2009,1,0,0,0,1,0
1484,2005,1,0,0,0,0,0
1485,2005,1,0,0,0,0,1
1486,2016,1,0,0,0,1,1
1487,2015,1,0,0,0,0,1
1488,2011,1,0,0,0,0,1
1489,2004,0,0,0,0,0,1
1490,2007,1,0,0,0,0,1
1491,2017,1,0,0,0,0,1
1492,1994,1,0,0,0,0,0
1493,2012,1,0,0,1,1,1
1494,2011,1,0,0,0,1,0
1495,1996,1,0,0,0,1,0
1496,2010,0,0,0,0,0,0
1497,2011,1,0,0,0,1,0
1498,1998,1,0,0,0,0,0
1499,2018,1,0,0,0,1,0
1500,2018,1,2,0,0,0,1
1501,2016,1,0,0,0,0,0
1502,2017,1,0,0,0,1,0
1503,2010,1,0,0,0,1,0
1504,1998,1,0,0,0,1,0
1505,2002,1,0,0,0,0,1
1506,2011,1,0,0,0,1,0
1507,2009,1,0,0,0,1,0
1508,2015,0,0,0,0,0,1
1509,2003,1,0,1,0,0,1
1510,2009,1,0,0,0,1,0
1511,2013,1,0,0,0,0,0
1512,2005,0,0,0,0,0,1
1513,2005,1,0,0,0,0,0
1514,2018,1,0,0,0,0,1
1515,2014,1,0,0,0,0,0
1516,2017,1,0,0,0,0,0
1517,2016,1,0,0,0,1,1
1518,2016,1,0,0,0,0,1
1519,2001,1,0,0,1,0,1
1520,2017,1,0,0,0,0,0
1521,2001,1,0,0,0,0,1
1522,2006,1,0,0,0,0,0
1523,2016,1,0,0,0,0,1
1524,2003,1,0,0,0,0,1
1525,1995,1,0,0,0,1,0
1526,2002,1,0,0,0,1,0
1527,2017,1,0,0,0,0,1
1528,2007,1,0,0,0,0,0
1529,2011,1,0,0,1,0,1
1530,1995,1,0,0,0,0,0
1531,2001,1,0,0,0,1,0
1532,2014,1,0,0,0,0,1
1533,2018,1,0,0,0,0,0
1534,1997,1,0,0,0,0,0
1535,2012,1,0,0,0,0,0
1536,2018,1,0,0,0,0,0
1537,1999,1,0,0,0,0,0
1538,1995,1,0,0,0,0,0
1539,2004,1,0,0,0,1,1
1540,2009,1,0,0,0,0,1
1541,1997,1,0,0,0,1,1
1542,2008,1,0,0,0,0,1
1543,2005,1,0,0,0,1,0
1544,2017,1,0,0,0,0,1
1545,2001,1,0,0,0,0,0
1546,2001,1,1,0,1,0,1
1547,1996,1,0,0,0,1,0
1548,2014,1,0,0,0,1,1
1549,2005,1,0,0,0,1,0
1550,2014,1,0,0,0,1,0
1551,2009,1,0,0,0,1,0
1552,2014,1,0,0,0,0,0
1553,1995,1,0,0,0,0,0
1554,2016,1,2,0,0,0,1
1555,2005,1,0,0,0,0,0
1556,2015,1,0,0,0,0,1
1557,2006,1,0,0,0,0,0
1558,2019,1,0,0,0,0,1
1559,2004,1,0,0,0,0,1
1560,1995,1,0,0,0,1,0
1561,2007,1,0,0,0,1,0
1562,1996,1,0,0,0,1,1
1563,1995,1,0,0,0,1,0
1564,2017,1,0,0,0,0,1
1565,2014,1,0,0,0,1,1
1566,2005,1,0,0,0,0,0
1567,1997,1,0,0,0,0,0
1568,2016,1,0,0,0,1,1
1569,2014,1,0,0,0,0,1
1570,1999,1,0,0,0,1,0
1571,2005,1,0,0,0,0,0
1572,2010,1,0,0,0,0,1
1573,2011,1,0,0,0,1,0
1574,2009,1,0,0,0,1,0
1575,1999,1,0,0,0,1,0
1576,2017,1,0,0,0,0,0
1577,2004,1,0,0,0,0,0
1578,2001,0,0,0,0,0,0
1579,2015,1,0,0,0,1,0
1580,2017,1,0,0,0,0,0
1581,2009,1,14,0,0,0,0
1582,2008,1,0,0,0,0,0
1583,2011,1,0,0,0,0,0
1584,2001,1,0,0,1,0,1
1585,2018,1,0,0,0,0,1
1586,2010,1,0,0,0,0,0
1587,2003,1,0,0,0,0,0
1588,2015,1,0,0,0,0,0
1589,2004,0,0,0,0,0,0
1590,1995,1,0,0,0,0,0
1591,2009,1,0,1,0,0,1
1592,2011,1,0,0,0,0,1
1593,2018,1,0,0,0,0,0
1594,2006,1,0,0,0,1,0
1595,2011,1,0,0,0,0,1
1596,2014,1,0,0,0,1,1
1597,2014,1,0,0,0,1,1
1598,2016,1,0,0,0,1,1
1599,2006,1,0,0,0,0,0
