,dates,Class M,Class S,Class I,Class P,Policy Passed,Conflict Indicator
2375,2003,1,0,0,0,1,0
2376,2006,1,0,0,0,1,1
2377,1994,1,0,0,0,0,0
2378,2008,1,0,0,0,0,0
2379,2012,1,0,0,0,1,1
2380,2004,1,0,0,0,0,0
2381,2011,1,0,0,0,0,1
2382,2008,1,0,0,0,0,1
2383,2016,1,0,0,0,1,1
2384,2005,1,0,0,1,0,0
2385,2014,1,0,0,0,0,0
2386,2005,1,0,0,0,0,1
2387,2001,1,0,0,0,0,1
2388,2012,1,2,0,0,0,0
2389,2003,1,0,1,0,0,1
2390,2003,1,0,0,0,0,0
2391,2017,1,0,0,0,0,1
2392,2016,1,0,0,0,1,0
2393,2008,1,0,0,0,1,1
2394,1994,1,0,0,0,0,0
2395,2002,1,0,0,0,0,0
2396,2019,1,0,0,0,0,0
2397,1995,1,0,0,0,0,0
2398,2014,1,0,0,0,1,0
2399,2009,1,0,0,0,0,0
2400,1998,1,0,0,0,0,0
2401,1997,1,0,0,0,0,1
2402,2004,1,0,0,0,1,0
2403,2006,1,0,0,0,0,0
2404,2018,1,0,0,0,1,1
2405,2012,1,0,0,0,0,0
2406,2002,1,1,0,1,0,1
2407,1994,1,0,0,0,1,0
2408,2013,1,0,0,0,1,0
2409,2015,1,0,0,0,0,1
2410,2002,1,0,0,0,0,0
2411,1999,1,0,0,0,0,1
2412,2015,1,0,0,0,0,1
2413,1999,1,0,0,1,0,1
2414,1998,1,0,0,0,0,0
2415,2004,1,0,2,0,0,1
2416,2019,1,0,1,0,0,1
2417,1996,1,0,0,0,0,0
2418,2003,1,0,0,0,0,1
2419,1996,1,0,0,0,1,0
2420,1998,1,0,0,0,0,0
2421,2007,1,0,0,0,0,0
2422,2018,1,0,0,0,0,1
2423,1994,1,0,0,1,0,1
2424,1998,1,0,0,0,1,1
2425,2004,1,0,0,0,0,0
2426,2013,1,0,0,0,0,1
2427,2008,1,0,0,1,0,1
2428,2008,1,0,0,0,0,1
2429,2013,1,0,0,0,0,1
2430,2019,1,0,0,0,1,0
2431,2017,1,0,0,0,0,1
2432,2014,1,0,0,0,1,1
2433,2001,1,0,0,0,1,0
2434,2015,1,0,0,0,1,0
2435,1995,1,0,0,0,1,0
2436,2010,1,0,0,0,0,1
2437,2006,1,0,0,0,0,1
2438,1995,1,0,0,0,1,0
2439,2017,1,0,0,0,0,1
2440,2004,1,0,0,0,0,0
2441,2014,2,0,0,0,0,1
2442,2007,0,0,0,0,0,0
2443,2007,1,0,0,0,1,0
2444,2007,1,0,0,0,1,0
2445,2003,1,0,0,0,0,0
2446,2000,0,0,0,0,0,0
2447,2003,1,0,0,0,0,0
2448,2013,1,0,0,1,0,1
2449,2003,1,0,0,0,0,1
2450,2006,1,0,0,0,0,1
2451,1994,1,0,0,0,1,1
2452,2010,1,0,0,0,1,0
2453,2017,1,0,0,0,1,1
2454,2002,1,0,0,0,0,0
2455,2019,1,0,0,0,0,1
2456,2009,1,3,1,0,0,0
2457,2002,1,0,0,0,0,0
2458,2013,1,0,0,0,0,1
2459,1995,1,0,0,0,0,0
2460,2000,1,0,0,0,1,1
2461,2009,1,0,0,0,0,1
2462,2016,1,1,0,0,0,0
2463,2017,1,0,0,0,0,1
2464,2016,1,0,0,0,1,1
2465,2006,1,0,0,0,0,1
2466,2002,1,0,0,1,0,1
2467,2000,1,0,0,0,0,1
2468,2004,1,0,0,0,1,0
2469,2007,1,0,0,0,1,0
2470,1997,1,0,0,0,0,1
2471,2013,1,0,0,0,0,0
2472,2019,1,0,0,0,0,1
2473,2014,1,0,0,0,0,1
2474,2014,1,0,0,0,0,0
2475,2018,1,0,0,0,0,0
2476,2006,1,0,0,0,0,0
2477,1995,1,0,0,0,0,0
2478,2009,1,0,0,1,0,1
2479,1995,1,0,0,0,0,0
2480,2006,1,0,0,0,0,0
2481,2014,1,0,0,1,0,0
2482,2006,1,0,0,0,1,0
2483,2010,1,0,0,0,0,0
2484,1996,1,0,0,0,1,0
2485,2003,1,0,0,0,1,0
2486,2006,0,0,0,0,0,1
2487,2008,1,0,0,0,0,1
2488,2003,0,0,0,0,0,0
2489,2009,1,0,0,1,0,1
2490,2015,1,0,0,0,0,1
2491,2016,1,0,0,0,1,0
2492,2004,1,0,0,0,0,0
2493,2000,1,0,0,0,1,0
2494,1999,1,0,0,1,0,1
2495,1997,1,0,0,0,0,0
2496,2011,1,0,0,0,0,0
2497,2004,1,0,0,0,0,0
2498,2018,1,0,0,0,0,1
2499,2007,0,0,0,0,0,0
2500,1998,1,0,0,0,1,0
2501,1994,1,0,0,0,0,0
2502,1996,1,0,0,0,0,1
2503,2016,1,0,0,0,0,1
2504,1994,1,0,0,0,1,1
2505,2015,1,0,0,0,0,1
2506,2008,1,0,0,0,1,0
2507,2017,1,0,0,0,0,0
2508,2016,1,0,0,0,0,1
2509,1995,1,0,0,0,1,0
2510,2012,1,0,0,1,0,1
2511,2016,1,0,0,0,0,0
2512,2001,1,0,0,1,0,1
2513,2003,1,0,0,0,0,1
2514,2017,1,2,0,0,1,1
2515,2002,1,0,0,0,1,0
2516,1997,1,0,0,0,0,0
2517,1999,1,0,0,0,1,0
2518,2017,2,0,0,0,0,1
2519,2007,1,0,0,0,0,0
2520,2003,1,1,0,0,0,1
2521,2018,1,0,0,0,1,1
2522,2012,1,0,0,1,0,1
2523,2003,1,2,0,0,0,1
2524,2002,1,0,0,0,0,1
2525,2005,0,0,0,0,0,0
2526,2008,1,0,0,0,1,1
2527,1995,1,0,0,0,0,0
2528,2000,1,0,0,0,1,0
2529,2015,1,0,0,0,0,1
2530,2014,1,0,0,0,0,0
2531,2002,1,0,0,0,0,1
2532,2019,1,0,0,0,0,1
2533,2017,1,0,0,0,0,1
2534,2004,1,0,0,0,0,1
2535,1994,1,0,1,0,1,0
2536,1998,1,0,0,0,0,0
2537,2011,1,0,0,0,0,1
2538,2011,1,0,0,1,0,1
2539,2006,1,0,0,0,0,0
2540,2007,1,0,0,0,1,0
2541,2000,0,0,0,0,0,0
2542,1995,1,0,0,0,0,1
2543,1998,1,0,0,0,0,1
2544,2016,1,0,0,0,0,1
2545,1997,1,0,0,0,0,1
2546,2011,1,0,0,0,1,1
2547,2007,0,0,0,0,0,0
2548,2013,1,0,0,0,0,1
2549,2010,1,0,0,0,0,0
2550,2006,1,0,0,0,1,1
2551,2001,1,0,0,0,0,0
2552,2014,1,0,0,0,0,0
2553,2003,1,0,0,0,1,0
2554,2013,1,0,0,0,1,0
2555,2006,0,0,0,0,0,0
2556,2016,1,0,0,0,0,1
2557,2007,1,0,0,0,0,0
2558,2013,1,0,0,0,0,0
2559,2004,1,0,0,0,1,0
2560,2014,1,0,0,0,0,1
2561,2015,1,0,0,0,0,0
2562,2012,1,0,0,0,0,1
2563,1994,1,0,1,0,1,1
2564,2010,0,0,0,0,0,1
2565,2011,1,0,0,1,0,1
2566,2002,1,0,0,0,1,0
2567,1998,1,0,0,0,1,0
2568,2016,1,0,0,0,0,0
2569,2011,0,0,0,0,0,0
2570,1994,0,0,0,0,0,0
2571,2019,1,0,0,0,0,1
2572,2019,1,0,0,0,0,1
2573,2014,1,0,0,0,0,1
2574,2015,1,0,0,0,0,0
2575,2017,1,0,0,0,0,1
2576,2016,1,0,0,0,1,0
2577,1997,1,0,0,0,0,0
2578,2002,0,0,0,0,0,1
2579,2006,1,0,0,1,0,1
2580,2019,1,0,0,0,0,1
2581,2011,1,0,0,1,0,1
2582,2013,1,0,0,0,0,1
2583,2006,1,0,0,0,0,0
2584,2005,1,0,0,0,0,0
2585,2006,1,0,0,0,0,1
2586,2017,1,0,0,0,0,1
2587,2005,1,0,0,0,0,0
2588,2014,1,0,0,0,0,1
2589,2002,1,0,0,0,0,0
2590,2005,1,0,0,0,0,0
2591,2009,1,0,1,0,0,1
2592,2002,1,0,0,0,0,0
2593,2016,1,0,0,0,0,1
2594,2018,1,0,0,0,0,1
2595,2006,1,0,0,0,1,0
2596,2010,1,0,0,0,0,1
2597,2018,1,0,0,0,0,1
2598,2007,1,0,0,0,0,1
2599,2007,1,0,0,0,1,0
2600,2000,1,0,0,0,1,0
2601,2010,1,0,0,0,1,0
2602,2015,1,0,0,0,0,0
2603,2013,1,0,0,0,0,0
2604,1997,1,0,0,0,0,0
2605,2016,1,0,0,0,0,1
2606,2016,1,0,0,0,1,0
2607,2001,1,0,0,0,1,0
2608,2014,1,0,0,0,0,1
2609,2001,0,0,0,0,0,0
2610,2010,0,0,0,0,0,1
2611,2014,1,0,0,0,0,1
2612,2009,1,0,0,0,0,0
2613,2002,1,0,0,0,0,0
2614,2007,1,0,0,0,0,0
2615,2007,1,0,0,0,0,1
2616,2018,1,0,0,0,0,1
2617,2011,1,0,0,0,0,0
2618,2009,1,0,0,0,0,0
2619,2019,1,0,0,0,0,0
2620,2007,1,0,0,0,0,0
2621,2016,1,0,0,0,1,0
2622,2013,1,0,0,0,1,0
2623,2019,1,0,0,0,0,1
2624,2001,1,0,0,0,0,0
2625,2004,1,0,0,0,1,0
2626,2006,0,0,0,0,0,1
2627,2003,1,0,0,0,1,0
2628,2011,1,0,0,0,1,0
2629,1995,1,0,0,0,1,1
2630,2001,1,0,0,0,1,0
2631,1998,1,0,0,0,1,1
2632,2004,1,0,0,0,0,0
2633,2007,1,0,0,0,0,0
2634,2019,1,0,0,0,0,1
2635,2002,1,0,0,0,0,0
2636,2015,1,0,0,0,0,0
2637,2019,1,0,0,0,0,1
2638,2018,1,0,0,0,0,1
2639,2018,1,1,0,0,0,1
2640,2015,1,0,0,0,0,1
2641,2008,0,0,0,0,0,0
2642,2009,1,0,0,1,0,1
2643,2010,1,0,0,0,1,0
2644,2002,1,0,0,0,1,0
2645,2006,1,0,0,0,0,1
2646,2015,1,0,0,0,1,0
2647,1998,1,0,0,0,0,1
2648,2017,1,0,0,0,0,1
2649,2008,1,0,0,0,1,0
2650,2004,1,0,0,0,0,1
2651,2015,1,0,0,0,0,0
2652,2018,1,1,1,0,0,1
2653,1998,1,0,0,0,0,1
2654,2014,1,0,0,0,1,0
2655,2017,1,0,0,0,0,0
2656,2012,1,0,0,0,0,0
2657,2011,1,0,0,0,0,1
2658,2013,1,0,0,0,0,1
2659,2009,1,0,0,0,0,1
2660,2010,1,0,0,0,1,0
2661,2004,1,0,0,0,0,1
2662,2012,0,0,0,0,0,1
2663,2000,1,0,0,0,0,0
2664,2018,1,3,0,0,0,1
2665,2009,1,0,0,0,0,0
2666,2002,1,0,0,0,1,0
2667,2019,1,0,0,0,0,1
2668,2008,1,0,0,0,0,0
2669,2018,1,0,0,0,0,0
2670,2001,1,0,0,0,0,0
2671,2009,1,0,0,1,1,1
2672,2008,1,0,0,0,1,0
2673,2010,0,0,0,0,0,0
2674,2015,1,0,0,0,1,0
2675,2017,1,0,0,0,0,1
2676,2001,1,0,0,0,0,1
2677,2009,1,0,0,0,0,0
2678,2009,1,0,0,0,0,0
2679,2019,1,0,0,0,0,0
2680,2006,1,0,0,0,1,0
2681,2002,1,0,0,0,0,1
2682,2008,1,0,0,0,0,0
2683,2006,1,0,0,0,0,1
2684,2005,1,0,0,0,0,0
2685,2009,1,0,0,0,0,1
2686,2016,1,0,0,0,1,1
2687,1994,1,0,0,0,0,0
2688,2012,1,0,0,0,0,0
2689,2018,1,0,0,0,1,1
2690,2006,1,0,0,0,1,1
2691,2005,1,0,0,0,1,0
2692,2002,1,0,0,1,0,0
2693,2007,1,0,0,0,1,0
2694,2000,1,0,0,0,1,0
2695,1994,1,0,0,0,0,1
2696,2002,0,0,0,0,0,1
2697,2002,0,0,0,0,0,0
2698,1999,1,0,0,0,1,0
2699,2003,1,0,0,0,0,1
2700,2018,1,0,0,0,0,1
2701,2004,1,0,1,1,0,1
2702,2010,1,0,0,0,0,0
2703,2017,1,0,0,0,0,1
2704,2007,1,0,0,0,1,0
2705,1995,1,0,0,0,0,0
2706,2018,1,0,0,0,0,1
2707,2017,1,0,0,0,0,0
2708,2007,1,0,0,0,1,0
2709,2015,1,0,0,0,0,1
2710,2013,1,0,0,0,0,1
2711,2012,1,0,0,0,1,0
2712,1999,1,0,0,0,0,0
2713,2011,1,0,0,0,0,0
2714,2008,1,0,0,0,0,1
2715,2001,1,0,0,1,0,1
2716,2012,1,0,0,0,0,0
2717,2016,1,0,0,0,1,1
2718,2006,1,0,0,0,0,0
2719,2018,1,0,0,0,1,0
2720,2018,1,0,0,0,0,1
2721,2016,1,0,0,0,0,1
2722,1999,1,0,0,1,0,1
2723,2004,0,0,0,0,0,1
2724,2000,1,0,0,0,0,1
2725,1998,1,0,0,0,1,0
2726,2009,1,0,0,0,0,1
2727,2010,1,0,0,0,0,1
2728,2008,1,0,0,0,1,0
2729,2001,1,0,0,0,1,1
2730,2019,1,0,0,0,0,1
2731,1996,1,0,0,0,0,0
2732,1994,1,0,0,0,1,0
2733,2014,1,0,0,0,1,0
2734,2007,1,0,0,0,0,1
2735,2004,1,0,0,0,0,1
2736,2010,1,0,0,0,1,0
2737,2009,1,0,0,0,1,0
2738,2011,1,0,0,0,1,1
2739,2006,1,0,0,0,0,0
2740,1997,1,0,0,0,0,0
2741,2009,1,0,0,0,0,0
2742,2016,1,1,0,0,0,0
2743,2017,1,0,0,0,0,1
2744,2019,1,1,0,0,1,1
2745,1999,1,0,0,0,0,1
2746,2019,1,0,0,0,0,0
2747,2003,1,0,0,0,0,1
2748,1999,1,0,0,0,0,0
2749,2019,1,0,0,0,1,1
2750,2010,1,1,0,1,0,1
2751,2017,1,0,0,0,0,1
2752,2006,1,0,0,0,0,0
2753,2007,1,0,0,1,0,1
2754,1995,1,0,0,0,1,0
2755,1998,1,0,0,0,1,0
2756,2003,0,0,0,0,0,1
2757,2003,1,0,0,0,0,1
2758,2000,1,0,0,0,0,1
2759,2014,1,0,0,0,0,1
2760,1996,1,0,0,0,0,0
2761,2012,1,0,0,0,1,1
2762,1994,1,0,0,0,0,0
2763,2010,1,1,1,0,0,0
2764,1994,1,0,0,0,1,0
2765,2000,0,0,0,0,0,0
2766,2019,1,0,0,0,0,1
2767,2016,1,0,0,0,0,1
2768,2005,0,0,0,0,0,0
2769,2000,1,0,0,0,0,0
2770,2015,1,0,0,0,0,1
2771,2015,1,0,0,0,1,0
2772,1997,1,0,0,0,1,1
2773,2018,1,0,0,0,0,0
2774,2008,1,0,0,0,1,0
2775,2019,1,2,0,0,0,1
2776,2006,1,6,0,0,0,1
2777,2018,1,0,0,0,0,1
2778,2000,0,0,0,0,0,0
2779,2015,1,0,0,0,1,1
2780,2007,1,0,0,0,0,0
2781,2011,0,0,0,0,0,0
2782,2016,1,0,0,0,0,0
2783,1996,1,0,0,0,0,0
2784,2016,1,0,0,0,1,0
2785,2003,1,0,0,0,1,0
2786,1998,1,0,0,0,1,1
2787,1997,1,0,0,0,0,0
2788,2009,1,0,0,0,0,1
2789,2007,1,0,0,0,0,0
2790,2004,1,0,0,0,1,0
2791,2001,0,0,0,0,0,0
2792,2014,1,0,0,0,0,0
2793,2007,1,0,0,0,0,1
2794,2006,1,0,0,0,0,1
2795,1995,0,0,0,0,1,0
2796,2004,1,0,0,0,0,1
2797,1998,1,0,0,0,1,1
2798,2007,1,0,0,0,0,1
2799,2011,1,0,0,0,1,0
2800,2008,1,0,0,0,0,1
2801,2011,1,0,0,0,1,0
2802,1999,1,0,0,1,0,1
2803,2009,1,0,0,1,0,1
2804,2016,1,0,0,0,0,1
2805,1996,1,0,0,0,0,0
2806,2010,1,0,0,0,0,1
2807,1994,1,0,0,0,1,0
2808,2008,1,0,0,0,0,1
2809,2019,1,0,0,0,0,1
2810,2003,0,0,0,0,0,1
2811,2015,1,0,0,0,0,0
2812,2008,1,0,0,0,0,1
2813,2011,1,0,0,1,0,1
2814,2010,1,0,0,0,0,1
2815,2016,1,0,0,0,0,0
2816,2018,1,0,0,0,1,0
2817,2016,1,0,0,0,0,1
2818,2000,1,0,0,0,0,1
2819,2015,1,0,1,0,1,1
2820,2008,1,0,0,0,0,1
2821,2006,0,0,0,0,0,0
2822,2001,1,0,0,0,1,0
2823,2008,1,0,0,1,0,1
2824,2000,1,0,1,0,1,1
2825,2003,1,1,0,0,0,1
2826,1997,1,0,0,0,1,1
2827,2017,1,0,0,0,0,1
2828,2001,1,0,0,0,1,0
2829,2005,1,0,0,0,1,0
2830,2017,1,0,0,0,0,1
2831,1998,1,0,0,0,1,0
2832,1998,1,0,0,0,0,1
2833,2018,1,0,0,0,0,1
2834,1994,1,0,0,0,1,0
2835,2017,1,0,0,0,0,1
2836,2011,1,0,0,0,0,0
2837,1997,1,0,0,0,0,0
2838,2008,1,0,0,0,1,1
2839,2010,1,0,0,0,1,0
2840,1996,1,0,0,0,1,1
2841,2002,1,0,0,0,0,1
2842,2007,1,0,0,0,1,0
2843,2008,1,0,0,0,0,1
2844,2010,1,0,0,0,0,1
2845,2014,1,0,0,0,0,1
2846,2016,1,0,0,0,1,0
2847,2001,1,0,0,0,1,0
2848,2016,1,0,0,0,0,1
2849,2008,1,0,0,0,1,0
2850,2008,1,0,0,0,0,1
2851,2003,1,0,0,0,1,0
2852,2015,1,0,0,0,0,1
2853,2001,0,0,0,0,0,0
2854,2008,1,0,0,3,0,0
2855,2018,1,0,0,0,1,1
2856,2001,1,0,0,0,0,1
2857,2008,0,0,0,0,0,1
2858,2006,1,0,0,0,1,0
2859,2008,1,0,0,0,1,0
2860,2005,1,0,0,0,0,1
2861,2000,1,0,0,0,0,1
2862,1994,1,0,0,0,1,0
2863,2009,1,0,0,0,1,0
2864,2004,1,0,0,0,1,0
2865,2010,1,0,0,0,0,0
2866,2004,1,0,0,0,0,0
2867,2005,0,0,0,0,0,1
2868,2013,1,0,0,0,0,1
2869,2002,0,0,0,0,0,1
2870,2004,1,0,0,1,0,1
2871,1999,1,0,0,0,1,0
2872,2016,1,1,0,0,1,1
2873,1994,1,0,0,0,0,0
2874,1997,1,0,0,0,1,1
2875,2004,1,0,0,0,0,1
2876,2000,1,0,0,0,0,1
2877,2007,0,0,0,0,0,0
2878,2004,1,0,0,0,1,1
2879,2010,1,0,0,1,0,1
2880,2004,1,0,0,0,0,1
2881,1997,1,0,0,0,0,0
2882,2008,1,0,0,1,0,1
2883,2008,1,0,0,0,0,1
2884,2008,1,3,0,0,0,0
2885,2002,0,0,0,0,0,0
2886,2019,1,0,0,0,0,1
2887,2006,1,0,0,0,1,0
2888,2006,1,0,0,0,0,0
2889,1994,1,0,0,0,0,0
2890,2017,1,0,0,0,0,0
2891,1994,1,0,0,0,0,0
2892,2001,1,0,0,0,1,0
2893,2014,1,0,0,0,0,1
2894,2018,1,0,0,0,0,1
2895,2015,1,0,0,0,0,1
2896,2019,1,0,1,0,0,1
2897,2012,1,0,0,0,1,0
2898,2012,1,0,0,0,1,0
2899,2017,1,0,0,0,1,0
2900,2003,1,0,0,0,1,0
2901,2015,1,0,0,0,0,0
2902,2017,1,0,0,0,1,0
2903,1994,1,0,0,0,1,0
2904,2016,1,0,0,0,1,0
2905,2000,1,0,0,0,0,1
2906,2010,1,0,0,0,0,1
2907,2012,1,0,0,0,0,0
2908,2010,1,0,0,0,0,1
2909,1999,1,0,0,0,0,0
2910,2018,1,1,0,0,0,1
2911,2001,1,0,0,0,1,0
2912,2001,1,0,0,0,0,1
2913,2005,1,0,0,0,0,1
2914,2017,1,0,0,0,1,0
2915,2008,1,0,0,0,0,0
2916,2013,1,0,0,0,0,1
2917,2010,1,0,0,0,0,0
2918,2017,1,0,0,0,0,1
2919,2005,1,0,0,0,1,0
2920,2011,1,0,0,0,0,1
2921,2005,1,0,0,0,1,1
2922,2013,1,1,0,0,0,0
2923,2002,0,0,0,0,0,1
2924,1994,1,0,0,2,0,1
2925,2001,0,0,0,0,0,0
2926,2005,1,0,0,0,1,0
2927,2016,1,0,1,0,0,1
2928,1996,1,0,0,0,0,0
2929,2016,1,0,0,0,0,1
2930,2018,1,1,0,0,0,1
2931,2016,1,0,0,0,0,1
2932,2009,1,0,0,0,0,0
2933,2019,1,0,0,0,0,1
2934,1994,1,0,0,0,1,1
2935,2008,1,0,0,0,0,1
2936,2015,1,0,0,0,0,0
2937,1995,1,0,0,0,0,0
2938,2016,1,0,0,0,1,0
2939,1997,1,0,0,0,0,0
2940,2004,1,0,0,0,1,0
2941,2013,1,0,0,0,1,0
2942,2010,1,0,0,0,1,0
2943,1996,1,0,0,0,1,0
2944,2013,1,0,0,0,0,1
2945,2006,1,0,0,1,0,1
2946,2016,1,0,0,0,1,1
2947,1997,1,0,0,0,0,0
2948,2001,1,0,0,0,1,0
2949,2014,1,0,0,0,0,1
2950,2010,1,0,0,0,0,1
2951,1998,1,0,0,0,0,0
2952,2003,1,0,0,1,0,1
2953,2014,1,0,0,0,0,1
2954,2010,1,0,0,0,0,1
2955,2019,1,0,0,0,0,1
2956,2003,1,0,1,1,0,1
2957,2012,1,0,0,0,0,0
2958,2003,1,0,0,0,1,0
2959,2007,1,1,0,0,0,1
2960,2019,1,0,0,0,1,0
2961,2006,1,0,0,0,1,1
2962,2016,1,0,0,0,0,1
2963,2008,1,0,0,0,1,1
2964,2017,1,0,0,0,0,1
2965,2006,0,0,0,0,0,0
2966,2006,1,0,0,0,1,0
2967,2013,1,0,0,0,0,0
2968,2014,1,0,0,0,1,0
2969,2008,0,0,0,0,0,1
2970,2011,0,0,0,0,0,0
2971,2001,1,0,0,0,1,0
2972,2001,1,0,0,0,0,1
2973,2016,1,0,0,0,0,0
2974,2000,1,0,0,0,0,1
2975,2004,1,0,0,0,1,0
2976,2006,1,0,0,0,1,1
2977,2013,1,0,0,0,0,0
2978,2008,1,0,0,0,0,1
2979,2006,1,0,0,0,1,0
2980,2005,1,0,0,0,0,0
2981,2017,1,0,0,0,0,0
2982,2019,1,0,0,0,0,1
2983,2001,1,0,0,0,1,0
2984,2000,1,0,0,0,0,1
2985,2011,1,0,0,0,0,1
2986,2006,1,0,0,0,1,0
2987,2012,1,0,0,1,0,1
2988,2010,0,0,0,0,0,0
2989,2011,1,0,0,0,1,0
2990,2001,1,0,0,0,0,0
2991,2014,1,0,0,0,1,1
2992,2007,1,0,0,0,0,0
2993,2017,1,0,0,0,1,1
2994,2011,1,0,0,0,0,1
2995,1997,1,0,0,0,1,1
2996,2018,1,0,0,0,0,1
2997,2006,1,0,0,0,1,0
2998,1999,1,0,0,0,1,1
2999,2000,1,1,0,0,0,1
3000,2017,1,0,0,0,0,1
3001,2001,1,1,0,0,0,1
3002,1995,1,0,0,0,0,0
3003,2011,1,0,0,0,0,0
3004,2006,0,0,0,0,0,0
3005,2002,0,0,0,0,0,0
3006,2014,1,0,1,1,0,1
3007,2018,1,0,0,0,0,1
3008,1998,1,0,0,0,1,0
3009,2017,1,0,0,0,1,0
3010,2004,0,0,0,0,0,0
3011,2016,1,0,0,0,1,0
3012,2019,1,0,1,0,0,1
3013,2012,1,0,0,0,0,0
3014,1995,1,0,0,0,0,0
3015,2015,1,0,0,0,1,1
3016,2015,1,0,0,0,0,1
3017,2012,1,0,0,0,1,0
3018,2007,0,0,0,0,0,1
3019,2002,1,0,0,0,1,0
3020,2005,1,0,0,0,0,1
3021,2018,1,0,0,0,0,1
3022,2011,1,0,0,0,1,0
3023,2005,1,0,0,0,0,0
3024,2014,1,0,0,0,0,1
3025,2014,1,0,0,0,0,1
3026,1994,1,0,0,0,0,0
3027,2019,1,0,0,0,0,0
3028,2009,0,0,0,0,0,0
3029,1995,1,0,0,0,1,0
3030,2003,1,0,0,0,0,0
3031,2008,1,0,0,0,1,0
3032,2004,1,0,0,0,1,0
3033,2004,1,0,0,0,0,0
3034,2011,1,0,0,0,1,0
3035,2009,1,0,0,0,0,0
3036,1994,1,0,0,0,0,0
3037,1995,1,0,0,0,0,0
3038,2006,0,0,0,0,0,0
3039,2009,1,0,0,0,0,1
3040,1996,1,0,0,0,0,1
3041,2013,1,0,0,0,0,0
3042,2010,1,0,0,0,0,1
3043,2015,1,0,0,0,0,1
3044,2006,1,0,0,0,0,0
3045,2012,1,0,0,1,0,1
3046,2004,1,0,0,0,0,1
3047,2002,1,0,0,0,0,0
3048,2007,1,0,0,1,0,1
3049,1994,1,0,0,0,1,0
3050,2002,1,0,0,1,0,1
3051,2018,1,0,0,0,0,0
3052,2005,1,0,0,0,1,0
3053,2001,1,0,0,0,0,0
3054,2011,1,0,0,0,1,0
3055,2018,1,0,0,0,1,0
3056,2015,1,0,0,0,1,1
3057,2014,1,0,0,0,1,0
3058,2002,1,0,1,1,0,1
3059,1997,1,0,0,0,1,0
3060,1995,1,0,0,1,0,0
3061,1999,1,0,0,0,1,0
3062,2019,1,0,0,0,0,1
3063,2012,1,0,0,0,0,0
3064,2005,1,0,0,0,0,0
3065,2003,1,0,0,0,1,0
3066,2004,1,0,0,0,1,0
3067,2001,1,0,0,1,0,1
3068,2007,1,0,0,0,1,1
3069,2001,1,0,0,0,1,0
3070,2014,1,0,0,0,1,1
3071,2015,1,0,0,0,0,1
3072,2017,1,3,0,0,0,1
3073,1997,1,0,0,0,0,0
3074,1996,1,0,0,1,1,0
3075,2009,1,0,0,0,1,1
3076,2017,1,0,0,0,0,1
3077,2007,1,0,0,0,0,0
3078,2019,1,0,0,0,0,1
3079,2019,0,0,0,0,0,0
3080,2015,1,0,0,0,0,0
3081,2006,1,0,0,0,0,0
3082,2017,1,0,0,0,0,0
3083,2002,1,0,0,0,0,1
3084,2016,1,0,0,0,1,1
3085,2006,1,0,0,0,0,1
3086,2009,1,0,0,0,0,1
3087,2005,1,0,0,0,0,1
3088,2018,2,0,0,0,0,1
3089,2006,1,0,0,0,0,0
3090,2018,1,0,0,0,0,0
3091,2003,0,0,0,0,0,0
3092,2014,1,0,0,0,0,1
3093,2014,1,0,0,0,0,0
3094,2005,1,0,0,0,0,1
3095,2016,1,0,0,0,0,0
3096,2002,1,0,0,0,1,0
3097,2000,1,0,0,1,0,1
3098,2019,1,0,0,0,0,1
3099,2011,1,0,0,1,0,1
3100,2003,1,0,0,0,0,1
3101,2005,1,0,1,0,0,0
3102,2004,1,0,0,0,0,0
3103,2011,1,0,0,0,1,1
3104,2014,1,0,0,0,1,0
3105,1997,1,0,0,0,1,0
3106,2017,1,0,0,0,1,0
3107,2006,1,0,0,0,0,0
3108,1999,1,0,0,0,0,0
3109,2014,1,0,0,0,1,1
3110,2008,1,0,0,1,0,1
3111,2003,1,0,0,0,0,1
3112,2006,1,0,0,0,1,0
3113,2018,1,0,0,0,1,1
3114,2017,1,0,0,0,1,0
3115,2002,1,0,0,0,1,1
3116,2004,1,0,0,1,0,1
3117,2007,1,0,0,0,1,1
3118,2010,1,0,0,0,1,0
3119,2014,1,0,0,0,1,1
3120,2001,1,0,0,0,1,0
3121,2002,0,0,0,0,0,0
3122,2001,1,0,0,0,0,0
3123,1997,1,0,0,0,1,0
3124,2013,1,0,0,0,0,0
3125,2002,0,0,0,0,0,0
3126,2009,0,0,0,0,0,0
3127,2018,1,0,0,0,0,1
3128,2004,1,0,0,0,0,1
3129,2010,1,0,0,0,0,1
3130,1994,1,0,0,0,1,0
3131,2018,1,0,0,0,1,0
3132,2016,1,0,0,0,1,0
3133,2009,0,0,0,0,0,0
3134,2006,1,0,0,0,1,0
3135,2003,1,0,0,0,1,0
3136,2008,1,0,0,0,0,0
3137,2014,1,0,0,0,0,1
3138,2019,1,0,0,0,1,0
3139,2004,1,0,0,0,1,0
3140,2002,1,0,0,0,0,0
3141,2001,0,0,0,0,0,1
3142,2003,0,0,0,0,0,0
3143,2019,1,0,0,0,0,1
3144,2005,1,0,0,0,0,1
3145,2006,1,0,0,0,1,0
3146,2013,1,0,0,0,0,1
3147,2003,1,0,0,0,0,1
3148,2017,1,1,0,0,0,0
3149,2004,1,0,0,0,0,0
