,meetings,dates,May I take it that the assembly wishes to take note of those items that remain open for consideration,The agenda was adopted,appoint a committee,I have been authorized to make the following statement on behalf of the committee,May I take it that the draft report as corrected is adopted by the council,point of order,amendment,A paragraph-by-paragraph vote on the draft resolution,refer the matter,postpone discussion to,postpone discussion indefinitely,The meeting was suspended,the meeting is adjourned,To withdraw the draft resolution,"In conformity with the usual practice, I propose, with consent of the council, to invite those representatives to participate in discussion",It is my understanding that the security council is ready to vote on the draft resolution before it,peacekeeping,peacemaking,sanctions,The draft resolution has been adopted,The draft resolution has not been adopted
186,pdf?symbol=en%2FS%2FPV.8669,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,pdf?symbol=en%2FS%2FPV.4827,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
188,pdf?symbol=en%2FS%2FPV.3344,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
189,pdf?symbol=en%2FS%2FPV.6583,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0
190,pdf?symbol=en%2FS%2FPV.7863,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
191,pdf?symbol=en%2FS%2FPV.6611,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
192,pdf?symbol=en%2FS%2FPV.6393,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
193,pdf?symbol=en%2FS%2FPV.6539,2011,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0
194,pdf?symbol=en%2FS%2FPV.6563,2011,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,19,0,0
195,pdf?symbol=en%2FS%2FPV.7955,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,pdf?symbol=en%2FS%2FPV.7434,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
197,pdf?symbol=en%2FS%2FPV.8324,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,pdf?symbol=en%2FS%2FPV.7525,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,pdf?symbol=en%2FS%2FPV.5267,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,pdf?symbol=en%2FS%2FPV.5165,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
201,pdf?symbol=en%2FS%2FPV.3523,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,pdf?symbol=en%2FS%2FPV.5160,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
203,pdf?symbol=en%2FS%2FPV.4819,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
204,pdf?symbol=en%2FS%2FPV.7848,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,pdf?symbol=en%2FS%2FPV.4116,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
206,pdf?symbol=en%2FS%2FPV.6888,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
207,pdf?symbol=en%2FS%2FPV.3544,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
208,pdf?symbol=en%2FS%2FPV.4535,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
209,pdf?symbol=en%2FS%2FPV.6077,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,pdf?symbol=en%2FS%2FPV.5819,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,pdf?symbol=en%2FS%2FPV.5194,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
212,pdf?symbol=en%2FS%2FPV.3843,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0
213,pdf?symbol=en%2FS%2FPV.3754,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,pdf?symbol=en%2FS%2FPV.5517,2006,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
215,pdf?symbol=en%2FS%2FPV.4557,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,pdf?symbol=en%2FS%2FPV.8182,2018,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,35,0,0
217,pdf?symbol=en%2FS%2FPV.5168,2005,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,45,2,1
218,pdf?symbol=en%2FS%2FPV.4932,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,pdf?symbol=en%2FS%2FPV.5770,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,pdf?symbol=en%2FS%2FPV.3495,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
221,pdf?symbol=en%2FS%2FPV.4542,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,pdf?symbol=en%2FS%2FPV.3725,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,pdf?symbol=en%2FS%2FPV.6628,2011,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
224,pdf?symbol=en%2FS%2FPV.6577,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,pdf?symbol=en%2FS%2FPV.3940,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,pdf?symbol=en%2FS%2FPV.4552,2002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
227,pdf?symbol=en%2FS%2FPV.5274,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,pdf?symbol=en%2FS%2FPV.5310,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,pdf?symbol=en%2FS%2FPV.7250,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
230,pdf?symbol=en%2FS%2FPV.6947,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
231,pdf?symbol=en%2FS%2FPV.5101,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
232,pdf?symbol=en%2FS%2FPV.7226,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
233,pdf?symbol=en%2FS%2FPV.4732,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
234,pdf?symbol=en%2FS%2FPV.4803,2003,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,11,0,1,1,0
235,pdf?symbol=en%2FS%2FPV.3668,1996,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
236,pdf?symbol=en%2FS%2FPV.6656,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
237,pdf?symbol=en%2FS%2FPV.3543,1995,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,1,1,1,0
238,pdf?symbol=en%2FS%2FPV.8603,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
239,pdf?symbol=en%2FS%2FPV.4379,2001,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0
240,pdf?symbol=en%2FS%2FPV.7739,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
241,pdf?symbol=en%2FS%2FPV.5814,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
242,pdf?symbol=en%2FS%2FPV.8477,2019,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
243,pdf?symbol=en%2FS%2FPV.6159,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,pdf?symbol=en%2FS%2FPV.3860,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
245,pdf?symbol=en%2FS%2FPV.7529,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
246,pdf?symbol=en%2FS%2FPV.4474,2002,6,1,0,6,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
247,pdf?symbol=en%2FS%2FPV.3339,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,pdf?symbol=en%2FS%2FPV.7693,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,pdf?symbol=en%2FS%2FPV.7504,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,pdf?symbol=en%2FS%2FPV.4070,1999,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,1,0
251,pdf?symbol=en%2FS%2FPV.8147,2017,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0
252,pdf?symbol=en%2FS%2FPV.5164,2005,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,pdf?symbol=en%2FS%2FPV.7048,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
254,pdf?symbol=en%2FS%2FPV.5235,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
255,pdf?symbol=en%2FS%2FPV.4816,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,pdf?symbol=en%2FS%2FPV.7225,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,pdf?symbol=en%2FS%2FPV.5395,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,pdf?symbol=en%2FS%2FPV.7217,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0
259,pdf?symbol=en%2FS%2FPV.5210,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
260,pdf?symbol=en%2FS%2FPV.7298,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,pdf?symbol=en%2FS%2FPV.5333,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,pdf?symbol=en%2FS%2FPV.6105,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
263,pdf?symbol=en%2FS%2FPV.6115,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,pdf?symbol=en%2FS%2FPV.5717,2007,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0
265,pdf?symbol=en%2FS%2FPV.6133,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,pdf?symbol=en%2FS%2FPV.7900,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
267,pdf?symbol=en%2FS%2FPV.5391,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
268,pdf?symbol=en%2FS%2FPV.3529,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,pdf?symbol=en%2FS%2FPV.8174,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,pdf?symbol=en%2FS%2FPV.4565,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,pdf?symbol=en%2FS%2FPV.4577,2002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,25,0,0
272,pdf?symbol=en%2FS%2FPV.6100,2009,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0
273,pdf?symbol=en%2FS%2FPV.5320,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,pdf?symbol=en%2FS%2FPV.6095,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,28,0,4,0,0
275,pdf?symbol=en%2FS%2FPV.3572,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,pdf?symbol=en%2FS%2FPV.5205,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
277,pdf?symbol=en%2FS%2FPV.5380,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,pdf?symbol=en%2FS%2FPV.7008,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
279,pdf?symbol=en%2FS%2FPV.6414,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
280,pdf?symbol=en%2FS%2FPV.3970,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
281,pdf?symbol=en%2FS%2FPV.3680,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
282,pdf?symbol=en%2FS%2FPV.5688,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,pdf?symbol=en%2FS%2FPV.5008,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
284,pdf?symbol=en%2FS%2FPV.3867,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,1,0
285,pdf?symbol=en%2FS%2FPV.4681,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
286,pdf?symbol=en%2FS%2FPV.8358,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,pdf?symbol=en%2FS%2FPV.8568,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,1,0
288,pdf?symbol=en%2FS%2FPV.4829,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
289,pdf?symbol=en%2FS%2FPV.4807,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
290,pdf?symbol=en%2FS%2FPV.7084,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
291,pdf?symbol=en%2FS%2FPV.5109,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
292,pdf?symbol=en%2FS%2FPV.7267,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
293,pdf?symbol=en%2FS%2FPV.7145,2014,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
294,pdf?symbol=en%2FS%2FPV.3451,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
295,pdf?symbol=en%2FS%2FPV.5603,2006,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,5,2,1,0,0
296,pdf?symbol=en%2FS%2FPV.5423,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0
297,pdf?symbol=en%2FS%2FPV.7470,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,pdf?symbol=en%2FS%2FPV.3334,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
299,pdf?symbol=en%2FS%2FPV.5328,2005,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
300,pdf?symbol=en%2FS%2FPV.8239,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0
301,pdf?symbol=en%2FS%2FPV.4058,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,pdf?symbol=en%2FS%2FPV.5979,2008,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,15,2,4,0,0
303,pdf?symbol=en%2FS%2FPV.4889,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
304,pdf?symbol=en%2FS%2FPV.5705,2007,0,1,0,1,1,1,0,0,0,0,0,1,0,0,2,1,25,2,64,0,0
305,pdf?symbol=en%2FS%2FPV.5376,2006,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0
306,pdf?symbol=en%2FS%2FPV.7893,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1
307,pdf?symbol=en%2FS%2FPV.4750,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,pdf?symbol=en%2FS%2FPV.6930,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
309,pdf?symbol=en%2FS%2FPV.7354,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
310,pdf?symbol=en%2FS%2FPV.8079,2017,4,3,0,4,4,0,1,0,0,0,0,0,0,0,4,0,139,9,6,0,0
311,pdf?symbol=en%2FS%2FPV.3685,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
312,pdf?symbol=en%2FS%2FPV.8198,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
313,pdf?symbol=en%2FS%2FPV.3465,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
314,pdf?symbol=en%2FS%2FPV.5128,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,pdf?symbol=en%2FS%2FPV.7230,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
316,pdf?symbol=en%2FS%2FPV.4045,1999,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,5,0,0,2,1
317,pdf?symbol=en%2FS%2FPV.5123,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,pdf?symbol=en%2FS%2FPV.3721,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,1,0
319,pdf?symbol=en%2FS%2FPV.6503,2011,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,2,23,0,0,0,0
320,pdf?symbol=en%2FS%2FPV.8228,2018,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,1,2,2
321,pdf?symbol=en%2FS%2FPV.3684,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,pdf?symbol=en%2FS%2FPV.8033,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,3,2,0,0
323,pdf?symbol=en%2FS%2FPV.6380,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
324,pdf?symbol=en%2FS%2FPV.6919,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,0
325,pdf?symbol=en%2FS%2FPV.6111,2009,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0
326,pdf?symbol=en%2FS%2FPV.5152,2005,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,4,1,4,0,0
327,pdf?symbol=en%2FS%2FPV.7513,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,pdf?symbol=en%2FS%2FPV.5794,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
329,pdf?symbol=en%2FS%2FPV.3831,1997,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,46,1,0
330,pdf?symbol=en%2FS%2FPV.7960,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
331,pdf?symbol=en%2FS%2FPV.5356,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,pdf?symbol=en%2FS%2FPV.8010,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,pdf?symbol=en%2FS%2FPV.4217,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,pdf?symbol=en%2FS%2FPV.6275,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,pdf?symbol=en%2FS%2FPV.3944,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
336,pdf?symbol=en%2FS%2FPV.7708,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
337,pdf?symbol=en%2FS%2FPV.3726,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,pdf?symbol=en%2FS%2FPV.3956,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
339,pdf?symbol=en%2FS%2FPV.7302,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,pdf?symbol=en%2FS%2FPV.8213,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0
341,pdf?symbol=en%2FS%2FPV.5145,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,pdf?symbol=en%2FS%2FPV.5797,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
343,pdf?symbol=en%2FS%2FPV.6336,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,pdf?symbol=en%2FS%2FPV.3348,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,pdf?symbol=en%2FS%2FPV.7253,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
346,pdf?symbol=en%2FS%2FPV.5334,2005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48,0,2,0,0
347,pdf?symbol=en%2FS%2FPV.7026,2013,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,pdf?symbol=en%2FS%2FPV.4942,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
349,pdf?symbol=en%2FS%2FPV.6299,2010,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,3,0,0,0
350,pdf?symbol=en%2FS%2FPV.6736,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,pdf?symbol=en%2FS%2FPV.5418,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,pdf?symbol=en%2FS%2FPV.6144,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
353,pdf?symbol=en%2FS%2FPV.7106,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
354,pdf?symbol=en%2FS%2FPV.5703,2007,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,46,0,1,0,0
355,pdf?symbol=en%2FS%2FPV.7544,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
356,pdf?symbol=en%2FS%2FPV.7373,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0
357,pdf?symbol=en%2FS%2FPV.5297,2005,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,8,1,0
358,pdf?symbol=en%2FS%2FPV.7717,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,pdf?symbol=en%2FS%2FPV.6452,2010,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0
360,pdf?symbol=en%2FS%2FPV.3900,1998,2,1,0,2,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
361,pdf?symbol=en%2FS%2FPV.4475,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
362,pdf?symbol=en%2FS%2FPV.5178,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
363,pdf?symbol=en%2FS%2FPV.5897,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,pdf?symbol=en%2FS%2FPV.6969,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,pdf?symbol=en%2FS%2FPV.6774,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0
366,pdf?symbol=en%2FS%2FPV.4072,1999,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,23,5,9,0,0
367,pdf?symbol=en%2FS%2FPV.4698,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
368,pdf?symbol=en%2FS%2FPV.6667,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,pdf?symbol=en%2FS%2FPV.4711,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
370,pdf?symbol=en%2FS%2FPV.4388,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,pdf?symbol=en%2FS%2FPV.8169,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
372,pdf?symbol=en%2FS%2FPV.3827,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,32,1,0
373,pdf?symbol=en%2FS%2FPV.5130,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
374,pdf?symbol=en%2FS%2FPV.5461,2006,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
375,pdf?symbol=en%2FS%2FPV.4048,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,11,0,0
376,pdf?symbol=en%2FS%2FPV.7847,2016,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,17,1,0
377,pdf?symbol=en%2FS%2FPV.8339,2018,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
378,pdf?symbol=en%2FS%2FPV.8056,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0
379,pdf?symbol=en%2FS%2FPV.7493,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,pdf?symbol=en%2FS%2FPV.6906,2013,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
381,pdf?symbol=en%2FS%2FPV.8580,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,pdf?symbol=en%2FS%2FPV.7345,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
383,pdf?symbol=en%2FS%2FPV.5214,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
