,meetings,dates,May I take it that the assembly wishes to take note of those items that remain open for consideration,The agenda was adopted,appoint a committee,I have been authorized to make the following statement on behalf of the committee,May I take it that the draft report as corrected is adopted by the council,point of order,amendment,A paragraph-by-paragraph vote on the draft resolution,refer the matter,postpone discussion to,postpone discussion indefinitely,The meeting was suspended,the meeting is adjourned,To withdraw the draft resolution,"In conformity with the usual practice, I propose, with consent of the council, to invite those representatives to participate in discussion",It is my understanding that the security council is ready to vote on the draft resolution before it,peacekeeping,peacemaking,sanctions,The draft resolution has been adopted,The draft resolution has not been adopted
2952,pdf?symbol=en%2FS%2FPV.4852,2003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87,1,1,0,0
2953,pdf?symbol=en%2FS%2FPV.7311,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2954,pdf?symbol=en%2FS%2FPV.6310,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,38,0,0
2955,pdf?symbol=en%2FS%2FPV.8492,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2956,pdf?symbol=en%2FS%2FPV.4720,2003,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,9,0,0
2957,pdf?symbol=en%2FS%2FPV.6768,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2958,pdf?symbol=en%2FS%2FPV.4870,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2959,pdf?symbol=en%2FS%2FPV.5675,2007,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,3,0,1,0,0
2960,pdf?symbol=en%2FS%2FPV.8620,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2961,pdf?symbol=en%2FS%2FPV.5543,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2962,pdf?symbol=en%2FS%2FPV.7660,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2963,pdf?symbol=en%2FS%2FPV.6055,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,8,1,0
2964,pdf?symbol=en%2FS%2FPV.7940,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
2965,pdf?symbol=en%2FS%2FPV.5547,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2966,pdf?symbol=en%2FS%2FPV.5430,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2967,pdf?symbol=en%2FS%2FPV.7034,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2968,pdf?symbol=en%2FS%2FPV.7309,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2969,pdf?symbol=en%2FS%2FPV.5906,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2970,pdf?symbol=en%2FS%2FPV.6637,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2971,pdf?symbol=en%2FS%2FPV.4268,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2972,pdf?symbol=en%2FS%2FPV.4375,2001,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2973,pdf?symbol=en%2FS%2FPV.7714,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2974,pdf?symbol=en%2FS%2FPV.4125,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2975,pdf?symbol=en%2FS%2FPV.5012,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2976,pdf?symbol=en%2FS%2FPV.5490,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
2977,pdf?symbol=en%2FS%2FPV.6922,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2978,pdf?symbol=en%2FS%2FPV.5840,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2979,pdf?symbol=en%2FS%2FPV.5524,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2980,pdf?symbol=en%2FS%2FPV.5326,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2981,pdf?symbol=en%2FS%2FPV.7909,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2982,pdf?symbol=en%2FS%2FPV.8453,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0
2983,pdf?symbol=en%2FS%2FPV.4333,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2984,pdf?symbol=en%2FS%2FPV.4127,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,2,0,0
2985,pdf?symbol=en%2FS%2FPV.6698,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2986,pdf?symbol=en%2FS%2FPV.5511,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2987,pdf?symbol=en%2FS%2FPV.6870,2012,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17,0,10,0,0
2988,pdf?symbol=en%2FS%2FPV.6337,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989,pdf?symbol=en%2FS%2FPV.6635,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2990,pdf?symbol=en%2FS%2FPV.4262,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2991,pdf?symbol=en%2FS%2FPV.7286,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2992,pdf?symbol=en%2FS%2FPV.5659,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2993,pdf?symbol=en%2FS%2FPV.7991,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0
2994,pdf?symbol=en%2FS%2FPV.6477,2011,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,7,0,2,0,0
2995,pdf?symbol=en%2FS%2FPV.3840,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,0
2996,pdf?symbol=en%2FS%2FPV.8266,2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0
2997,pdf?symbol=en%2FS%2FPV.5469,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2998,pdf?symbol=en%2FS%2FPV.3999,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0
2999,pdf?symbol=en%2FS%2FPV.4245,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0,1,0,0
3000,pdf?symbol=en%2FS%2FPV.7969,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0
3001,pdf?symbol=en%2FS%2FPV.4429,2001,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0
3002,pdf?symbol=en%2FS%2FPV.3509,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,pdf?symbol=en%2FS%2FPV.6465,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004,pdf?symbol=en%2FS%2FPV.5483,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3005,pdf?symbol=en%2FS%2FPV.4659,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,pdf?symbol=en%2FS%2FPV.7096,2014,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3007,pdf?symbol=en%2FS%2FPV.8433,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0
3008,pdf?symbol=en%2FS%2FPV.3885,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3009,pdf?symbol=en%2FS%2FPV.7986,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3010,pdf?symbol=en%2FS%2FPV.5081,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,pdf?symbol=en%2FS%2FPV.7636,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3012,pdf?symbol=en%2FS%2FPV.8626,2019,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0
3013,pdf?symbol=en%2FS%2FPV.6871,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3014,pdf?symbol=en%2FS%2FPV.3526,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,pdf?symbol=en%2FS%2FPV.7565,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3016,pdf?symbol=en%2FS%2FPV.7542,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
3017,pdf?symbol=en%2FS%2FPV.6898,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3018,pdf?symbol=en%2FS%2FPV.5692,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3019,pdf?symbol=en%2FS%2FPV.4558,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3020,pdf?symbol=en%2FS%2FPV.5125,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3021,pdf?symbol=en%2FS%2FPV.8396,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3022,pdf?symbol=en%2FS%2FPV.6537,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3023,pdf?symbol=en%2FS%2FPV.5189,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3024,pdf?symbol=en%2FS%2FPV.7287,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3025,pdf?symbol=en%2FS%2FPV.7289,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,14,0,0
3026,pdf?symbol=en%2FS%2FPV.3403,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,pdf?symbol=en%2FS%2FPV.8503,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3028,pdf?symbol=en%2FS%2FPV.6078,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029,pdf?symbol=en%2FS%2FPV.3490,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3030,pdf?symbol=en%2FS%2FPV.4863,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3031,pdf?symbol=en%2FS%2FPV.5877,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3032,pdf?symbol=en%2FS%2FPV.4923,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3033,pdf?symbol=en%2FS%2FPV.4978,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3034,pdf?symbol=en%2FS%2FPV.6518,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3035,pdf?symbol=en%2FS%2FPV.6202,2009,1,1,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3036,pdf?symbol=en%2FS%2FPV.3396,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3037,pdf?symbol=en%2FS%2FPV.3538,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3038,pdf?symbol=en%2FS%2FPV.5537,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,pdf?symbol=en%2FS%2FPV.6238,2009,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0
3040,pdf?symbol=en%2FS%2FPV.3621,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3041,pdf?symbol=en%2FS%2FPV.6941,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3042,pdf?symbol=en%2FS%2FPV.6397,2010,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3043,pdf?symbol=en%2FS%2FPV.7522,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
3044,pdf?symbol=en%2FS%2FPV.5486,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3045,pdf?symbol=en%2FS%2FPV.6705,2012,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,13,2,15,0,0
3046,pdf?symbol=en%2FS%2FPV.5083,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0
3047,pdf?symbol=en%2FS%2FPV.4543,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048,pdf?symbol=en%2FS%2FPV.5635,2007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,0
3049,pdf?symbol=en%2FS%2FPV.3366,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3050,pdf?symbol=en%2FS%2FPV.4579,2002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0
3051,pdf?symbol=en%2FS%2FPV.8276,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3052,pdf?symbol=en%2FS%2FPV.5340,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3053,pdf?symbol=en%2FS%2FPV.4347,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3054,pdf?symbol=en%2FS%2FPV.6576,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3055,pdf?symbol=en%2FS%2FPV.8240,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3056,pdf?symbol=en%2FS%2FPV.7587,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0
3057,pdf?symbol=en%2FS%2FPV.7193,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3058,pdf?symbol=en%2FS%2FPV.4478,2002,3,1,0,3,3,1,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0
3059,pdf?symbol=en%2FS%2FPV.3813,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3060,pdf?symbol=en%2FS%2FPV.3536,1995,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3061,pdf?symbol=en%2FS%2FPV.3998,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3062,pdf?symbol=en%2FS%2FPV.8533,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3063,pdf?symbol=en%2FS%2FPV.6728,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3064,pdf?symbol=en%2FS%2FPV.5245,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065,pdf?symbol=en%2FS%2FPV.4814,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3066,pdf?symbol=en%2FS%2FPV.5090,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3067,pdf?symbol=en%2FS%2FPV.4422,2001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15,2,0,0,0
3068,pdf?symbol=en%2FS%2FPV.5647,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,1,0
3069,pdf?symbol=en%2FS%2FPV.4329,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3070,pdf?symbol=en%2FS%2FPV.7317,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,196,0,0,1,0
3071,pdf?symbol=en%2FS%2FPV.7460,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
3072,pdf?symbol=en%2FS%2FPV.8057,2017,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
3073,pdf?symbol=en%2FS%2FPV.3751,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074,pdf?symbol=en%2FS%2FPV.3639,1996,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
3075,pdf?symbol=en%2FS%2FPV.6247,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0
3076,pdf?symbol=en%2FS%2FPV.7898,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0
3077,pdf?symbol=en%2FS%2FPV.5664,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3078,pdf?symbol=en%2FS%2FPV.8676,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3079,pdf?symbol=en%2FS%2FPV.8529,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080,pdf?symbol=en%2FS%2FPV.7378,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3081,pdf?symbol=en%2FS%2FPV.5422,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3082,pdf?symbol=en%2FS%2FPV.7913,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3083,pdf?symbol=en%2FS%2FPV.4485,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
3084,pdf?symbol=en%2FS%2FPV.7815,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3085,pdf?symbol=en%2FS%2FPV.5492,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
3086,pdf?symbol=en%2FS%2FPV.6142,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3087,pdf?symbol=en%2FS%2FPV.5147,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0
3088,pdf?symbol=en%2FS%2FPV.8234,2018,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,42,0,0
3089,pdf?symbol=en%2FS%2FPV.5426,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3090,pdf?symbol=en%2FS%2FPV.8323,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3091,pdf?symbol=en%2FS%2FPV.4860,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3092,pdf?symbol=en%2FS%2FPV.7202,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3093,pdf?symbol=en%2FS%2FPV.7220,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3094,pdf?symbol=en%2FS%2FPV.5185,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3095,pdf?symbol=en%2FS%2FPV.7834,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,pdf?symbol=en%2FS%2FPV.4524,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3097,pdf?symbol=en%2FS%2FPV.4109,2000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,40,1,5,0,0
3098,pdf?symbol=en%2FS%2FPV.8554,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
3099,pdf?symbol=en%2FS%2FPV.6650,2011,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,41,0,8,0,0
3100,pdf?symbol=en%2FS%2FPV.4692,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
3101,pdf?symbol=en%2FS%2FPV.5188,2005,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3102,pdf?symbol=en%2FS%2FPV.4985,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3103,pdf?symbol=en%2FS%2FPV.6620,2011,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,0
3104,pdf?symbol=en%2FS%2FPV.7210,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3105,pdf?symbol=en%2FS%2FPV.3829,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3106,pdf?symbol=en%2FS%2FPV.8035,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3107,pdf?symbol=en%2FS%2FPV.5381,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3108,pdf?symbol=en%2FS%2FPV.3995,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3109,pdf?symbol=en%2FS%2FPV.7277,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0
3110,pdf?symbol=en%2FS%2FPV.5859,2008,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0
3111,pdf?symbol=en%2FS%2FPV.4787,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3112,pdf?symbol=en%2FS%2FPV.5455,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3113,pdf?symbol=en%2FS%2FPV.8305,2018,3,1,0,3,3,0,0,0,0,0,0,0,0,0,3,0,58,1,4,1,0
3114,pdf?symbol=en%2FS%2FPV.7911,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3115,pdf?symbol=en%2FS%2FPV.4644,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0
3116,pdf?symbol=en%2FS%2FPV.4970,2004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,273,1,0,0,0
3117,pdf?symbol=en%2FS%2FPV.5813,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
3118,pdf?symbol=en%2FS%2FPV.6352,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3119,pdf?symbol=en%2FS%2FPV.7247,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,4,9,1,0
3120,pdf?symbol=en%2FS%2FPV.4381,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3121,pdf?symbol=en%2FS%2FPV.4509,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3122,pdf?symbol=en%2FS%2FPV.4260,2001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,pdf?symbol=en%2FS%2FPV.3836,1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3124,pdf?symbol=en%2FS%2FPV.7000,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,pdf?symbol=en%2FS%2FPV.4609,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,pdf?symbol=en%2FS%2FPV.6129,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,pdf?symbol=en%2FS%2FPV.8414,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,4,2,0,0
3128,pdf?symbol=en%2FS%2FPV.4964,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
3129,pdf?symbol=en%2FS%2FPV.6442,2010,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,12,0,0
3130,pdf?symbol=en%2FS%2FPV.3467,1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3131,pdf?symbol=en%2FS%2FPV.8282,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3132,pdf?symbol=en%2FS%2FPV.7831,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3133,pdf?symbol=en%2FS%2FPV.6070,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,pdf?symbol=en%2FS%2FPV.5407,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3135,pdf?symbol=en%2FS%2FPV.4849,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3136,pdf?symbol=en%2FS%2FPV.6013,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3137,pdf?symbol=en%2FS%2FPV.7168,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0
3138,pdf?symbol=en%2FS%2FPV.8469,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3139,pdf?symbol=en%2FS%2FPV.4938,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3140,pdf?symbol=en%2FS%2FPV.4584,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,pdf?symbol=en%2FS%2FPV.4371,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3142,pdf?symbol=en%2FS%2FPV.4884,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,pdf?symbol=en%2FS%2FPV.8578,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3144,pdf?symbol=en%2FS%2FPV.5281,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3145,pdf?symbol=en%2FS%2FPV.5435,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3146,pdf?symbol=en%2FS%2FPV.6911,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
