,May I take it that the assembly wishes to take note of those items that remain open for consideration,The agenda was adopted,Amend the agenda to,I have been authorized to make the following statement on behalf of the assembly,Refer the matter,Report of the Committee,Point of Order,Right of reply,To adjourn the debate,May I take it that it is the wish of the General Assembly to conclude its consideration,To suspend the meeting,To adjourn the meeting,To introduce a draft amendment to the draft resolution,The Assembly will now take a decision on draft resolution,Objection to consideration of the question,To withdraw,Reconsideration of the,Appoint a Committee,A recorded vote has been requested,A paragraph-by-paragraph vote on the draft resolution,Sanctions,Peacekeeping,Peacemaking,The draft resolution was adopted,meeting,date
184,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_61_PV-45-EN,2006
185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_AC-109_2002_SR-6-EN,2000
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,A_C-4_61_SR-19-EN,2006
187,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,A_C.6_57_SR.22-EN,2002
188,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,A_56_PV.22-EN,2001
189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,A_C.5_66_SR.12-EN,2012
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,A_C.5_58_SR.7-EN,2003
191,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,A_C.5_63_SR.46-EN,2009
192,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,1,0,0,0,4,0,0,0,3,A_C.3_57_SR.56-EN,2003
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_54_PV-2-EN,1999
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_68_PV-88-EN,2014
195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,A_58_PV.57-EN,2003
196,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_AC-96_SR-575-EN,2003
197,1,0,0,0,0,9,0,2,0,1,0,0,0,0,1,0,0,0,0,0,44,1,0,0,A_C-6_72_SR-12-EN,2017
198,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.1_59_PV.6-EN,2004
199,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,A_C.6_56_SR.4-EN,2001
200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C-4_73_SR-1-EN,2018
201,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,0,0,0,0,7,2,1,0,A_69_PV.70-EN,2014
202,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,A_C.2_53_SR.13-EN,1998
203,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,11,0,0,0,0,A_C-2_59_SR-36-EN,2005
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_52_SR.4-EN,1997
205,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,A_C-4_71_SR-19-EN,2017
206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,A_C.4_74_SR.11-EN,2020
207,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,A_C.5_60_SR.58-EN,2006
208,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-6_72_SR-18-EN,2017
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_66_SR.8-EN,2011
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,A_59_PV.52-EN,2004
211,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,A_53_PV-20-EN,1998
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_65_SR.24-EN,2010
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,A_49_PV.24-EN,1994
214,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,1,0,1,A_63_PV.42-EN,2008
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_BUR_59_SR.1-EN,2004
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.1_52_PV.1-EN,1997
217,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,A_C.5_55_SR.9-EN,2000
218,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_50_SR.14-EN,1995
219,0,0,0,0,0,1,1,0,0,0,0,0,6,6,0,1,0,0,0,6,3,0,0,0,A_C.3_70_SR.50-EN,2016
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,A_C.5_73_SR.8-EN,2018
221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_68_SR.1-EN,2013
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_50_SR.4-EN,1995
223,0,0,0,0,0,28,0,0,0,11,0,0,0,4,0,0,0,0,15,1,0,4,0,34,A_73_PV.48-EN,2018
224,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.109_2004_SR.11-EN,2005
225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,A_73_PV-2-EN,2018
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_49_PV-96-EN,1995
227,0,0,0,0,0,1,0,4,0,0,0,1,0,1,0,6,0,0,1,0,0,0,1,1,A_ES-10_PV.14-EN,2000
228,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.109_SR.1496-EN,1999
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.3_65_SR.3-EN,2011
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-2_72_SR-20-EN,2017
231,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,A_C.6_73_SR.26-EN,2018
232,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,A_C.4_74_SR.23-EN,2020
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_BUR_56_SR.4-EN,2001
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.1_55_PV.10-EN,2001
235,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,1,0,35,0,0,0,A_61_PV.50-EN,2006
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,A_53_PV.68-EN,1998
237,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.5_59_SR.41-EN,2005
238,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_66_PV-54-EN,2012
239,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,1,A_C-3_66_SR-42-EN,2012
240,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.96_SR.615-EN,2009
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_59_PV.92-EN,2005
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.5_52_SR.13-EN,1998
243,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_AC.96_SR.595-EN,2005
244,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,A_C.5_59_SR.18-EN,2004
245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_50_SR.37-EN,1995
246,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,A_61_PV.93-EN,2007
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_61_PV.4-EN,2006
248,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,1,A_59_PV.84-EN,2005
249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.1_50_PV.13-EN,1995
250,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,A_70_PV-78-EN,2015
251,0,2,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,12,0,0,0,4,A_C.3_56_SR.47-EN,2001
252,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.96_SR.621-EN,2008
253,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,A_C-5_57_SR-51-EN,2003
254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,A_70_PV.13-EN,2015
255,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A_AC.183_SR.333-EN,2011
256,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,A_58_PV.29-EN,2003
257,0,0,0,0,0,0,1,1,0,0,0,0,6,6,0,0,0,0,8,7,1,0,0,2,A_C.1_50_PV.22-EN,1994
258,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,A_C.4_61_SR.22-EN,2006
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,A_C.3_56_SR.20-EN,2001
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,A_C.1_60_PV.3-EN,2005
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_65_PV.33-EN,2010
262,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,A_C.6_64_SR.12-EN,2009
263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,A_C-3_55_SR-16-EN,2001
264,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,A_51_PV.98-EN,1997
265,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,A_C-5_53_SR-3-EN,1998
266,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,A_C.6_60_SR.12-EN,2005
267,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,A_C.3_61_SR.11-EN,2006
268,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,A_C.5_67_SR.11-EN,2013
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-1_53_PV-14-EN,1998
270,1,4,0,0,0,50,6,1,0,10,1,0,1,15,0,4,0,1,10,1,0,3,0,5,A_73_PV.65-EN,2018
271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.183_SR.221-EN,1996
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_74_PV.32-EN,2019
273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-2_53_SR-23-EN,1998
274,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.6_58_SR.23-EN,2003
275,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,A_C.6_63_SR.13-EN,2008
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_68_PV.102-EN,2014
277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,A_C-2_53_SR-6-EN,1999
278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_54_SR.1-EN,1999
279,1,1,1,1,2,3,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,A_C.6_50_SR.26-EN,1995
280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_67_SR.12-EN,2012
281,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,A_C-5_56_SR-20-EN,2001
282,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C-5_72_SR-22-EN,2018
283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,A_C.6_67_SR.4-EN,2012
284,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,A_C.3_55_SR.20-EN,2001
285,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,8,0,1,0,0,A_C.3_66_SR.45-EN,2012
286,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,6,0,0,A_C.5_54_SR.49-EN,2000
287,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,A_C.4_68_SR.24-EN,2014
288,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,2,A_C.1_49_PV.19-EN,1994
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_62_PV-34-EN,2007
290,0,0,0,0,1,0,4,12,2,0,2,1,0,0,0,1,0,0,0,0,8,1,0,0,A_C.1_74_PV.6-EN,2019
291,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,A_69_PV.105-EN,2015
292,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,A_62_PV-52-EN,2007
293,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0,A_54_PV.9-EN,1999
294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_50_SR.5-EN,1996
295,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,A_58_PV-86-EN,2004
296,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC-183_SR-371-EN,2015
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_50_SR.38-EN,1996
298,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,A_C-4_70_SR-15-EN,2016
299,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,A_C.6_74_SR.17-EN,2020
300,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,11,0,0,A_70_PV.48-EN,2015
301,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C-1_67_PV-8-EN,2012
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_59_SR.29-EN,2005
303,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-5_49_SR-30-EN,1994
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-3_71_SR-21-EN,2016
305,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_68_SR.19-EN,2013
306,0,0,0,0,0,1,1,1,3,0,0,0,4,4,0,0,0,0,0,4,0,0,0,1,A_C.3_61_SR.49-EN,2006
307,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,A_C.5_51_SR.65-EN,1997
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_65_SR.13-EN,2010
309,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_65_SR.2-EN,2010
310,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_67_SR.9-EN,2012
311,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_63_SR.26-EN,2009
312,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,A_66_PV-59-EN,2012
313,0,4,0,0,0,42,2,0,0,5,0,0,0,8,0,0,0,1,0,8,0,2,0,21,A_52_PV-79-EN,1997
314,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,1,0,0,0,2,1,0,0,2,A_C.1_57_PV.16-EN,2002
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_61_SR.12-EN,2006
316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-6_51_SR-51-EN,1997
317,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,A_C.5_67_SR.23-EN,2013
318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,A_C.4_55_SR.25-EN,2001
319,0,0,0,0,0,3,0,0,0,0,0,0,10,10,0,2,0,0,0,11,1,0,0,0,A_C.3_70_SR.55-EN,2016
320,0,2,0,0,0,36,0,3,0,1,0,0,0,22,0,1,0,0,2,2,0,22,0,33,A_56_PV-105-EN,2002
321,0,1,0,0,0,12,2,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,9,A_63_PV-71-EN,2008
322,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,A_C.5_58_SR.44-EN,2004
323,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_67_SR.30-EN,2012
324,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,A_72_PV-116-EN,2018
325,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_HRC_2_SR.7-EN,2006
326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.109_PV.1438-EN,1994
327,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,A_C-5_57_SR-12-EN,2002
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.1_62_PV.26-EN,2008
329,0,0,0,0,0,7,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,A_C.5_64_SR.21-EN,2010
330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_51_SR.15-EN,1996
331,0,0,0,0,0,4,0,1,0,0,0,0,2,2,0,0,0,0,0,2,1,0,0,0,A_C.3_58_SR.24-EN,2004
332,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.4_49_SR.20-EN,1994
333,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23,1,0,A_56_PV-59-EN,2001
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_62_SR.10-EN,2007
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_52_SR.40-EN,1997
336,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_C-3_53_SR-20-EN,1999
337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.3_69_SR.6-EN,2014
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_56_SR.63-EN,2002
339,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A_C.1_65_PV.12-EN,2010
340,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_50_SR.68-EN,1996
341,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,A_C.6_61_SR.13-EN,2006
342,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,A_56_PV-62-EN,2001
343,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,5,1,A_49_PV.57-EN,1994
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,A_C-2_71_SR-4-EN,2016
345,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_S-27_PV.1-EN,2002
346,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,6,1,A_49_PV.89-EN,1994
347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_50_SR.19-EN,1995
348,0,1,0,0,0,55,1,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,12,A_55_PV-98-EN,2001
349,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,A_C.1_74_PV.13-EN,2019
350,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,A_C.5_49_SR.45-EN,1995
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,A_50_PV.88-EN,1995
352,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,A_C.5_58_SR.2-EN,2004
353,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,0,A_66_PV.95-EN,2012
354,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,A_57_PV.11-EN,2002
355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_59_SR.18-EN,2004
356,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,A_C.6_65_SR.9-EN,2010
357,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,9,0,0,0,1,A_C-3_56_SR-53-EN,2001
358,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,1,A_C.3_52_SR.28-EN,1998
359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,A_62_PV.28-EN,2007
360,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_66_SR.2-EN,2011
361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.183_SR.229-EN,1997
362,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,A_C.3_55_SR.39-EN,2001
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.4_52_SR.17-EN,1998
364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,1,0,A_55_PV.20-EN,2000
365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.183_SR.254-EN,2001
366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_55_SR.12-EN,2000
367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,A_C.1_52_PV.15-EN,1997
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_59_PV-99-EN,2005
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,2,0,A_59_PV.27-EN,2004
370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_AC.109_2014_SR.7-EN,2014
371,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC-183_SR-272-EN,2003
372,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,A_C.5_61_SR.22-EN,2006
373,0,0,0,0,0,5,0,0,0,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,A_C-6_72_SR-30-EN,2017
374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.109_2005_SR.1-EN,2005
375,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,A_C.3_56_SR.39-EN,2001
376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,A_53_PV.9-EN,1998
377,0,0,0,0,0,12,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,A_C.4_74_SR.13-EN,2020
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_52_PV.48-EN,1997
379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_73_SR.19-EN,2019
380,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,14,0,0,0,3,A_C.3_49_SR.66-EN,1994
381,0,0,0,0,1,0,0,0,0,0,0,0,8,8,0,0,0,0,0,8,1,0,0,0,A_C.3_67_SR.44-EN,2012
382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_51_SR.12-EN,1997
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_65_PV.7-EN,2010
384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_60_SR.35-EN,2006
