,May I take it that the assembly wishes to take note of those items that remain open for consideration,The agenda was adopted,Amend the agenda to,I have been authorized to make the following statement on behalf of the assembly,Refer the matter,Report of the Committee,Point of Order,Right of reply,To adjourn the debate,May I take it that it is the wish of the General Assembly to conclude its consideration,To suspend the meeting,To adjourn the meeting,To introduce a draft amendment to the draft resolution,The Assembly will now take a decision on draft resolution,Objection to consideration of the question,To withdraw,Reconsideration of the,Appoint a Committee,A recorded vote has been requested,A paragraph-by-paragraph vote on the draft resolution,Sanctions,Peacekeeping,Peacemaking,The draft resolution was adopted,meeting,date
5170,0,0,0,0,0,2,0,0,0,0,0,0,12,12,0,0,0,0,0,12,0,1,0,0,A_C.4_59_SR.25-EN,2004
5171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.5_51_SR.71-EN,1997
5172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,A_51_PV.28-EN,1996
5173,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C.6_73_SR.29-EN,2018
5174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_56_SR.17-EN,2001
5175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_55_SR.13-EN,2000
5176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_AC-183_SR-286-EN,2005
5177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_50_SR.22-EN,1995
5178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,A_C-3_58_SR-13-EN,2003
5179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,A_S-24_PV.3-EN,2000
5180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_C.2_54_SR.35-EN,1999
5181,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,A_62_PV.40-EN,2007
5182,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,A_C.6_52_SR.24-EN,1997
5183,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC-109_2003_SR-9-EN,2003
5184,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,A_C.2_58_SR.30-EN,2004
5185,0,0,0,0,0,38,0,0,0,11,0,0,0,9,0,0,0,0,17,1,0,2,0,25,A_53_PV.78-EN,1998
5186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,A_C-4_63_SR-15-EN,2008
5187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-6_72_SR-23-EN,2017
5188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_68_SR.45-EN,2014
5189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.4_49_SR.6-EN,1994
5190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,A_74_PV.48-EN,2019
5191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_68_SR.10-EN,2013
5192,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,A_48_PV.80-EN,1994
5193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,A_C-4_62_SR-13-EN,2007
5194,0,0,0,0,0,3,0,0,0,0,0,0,6,6,0,1,0,0,5,9,0,1,0,1,A_C.1_62_PV.23-EN,2007
5195,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,6,0,0,A_C.5_64_SR.16-EN,2010
5196,0,0,0,0,0,1,0,10,0,0,0,0,1,1,0,0,0,0,0,1,2,2,0,0,A_C.1_74_PV.16-EN,2019
5197,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,A_AC-96_SR-494-EN,1994
5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.1_53_PV.1-EN,1998
5199,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,A_58_PV.50-EN,2003
5200,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,A_C-5_59_SR-48-EN,2005
5201,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,17,0,0,A_C.5_55_SR.50-EN,2001
5202,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,A_53_PV.26-EN,1998
5203,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,A_50_PV-45-EN,1995
5204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_61_PV-78-EN,2006
5205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_49_SR.53-EN,1994
5206,0,1,0,0,0,12,1,0,0,4,0,0,0,3,0,0,0,0,0,1,0,0,0,2,A_49_PV-107-EN,1995
5207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,A_49_PV.76-EN,1994
5208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,A_C-5_73_SR-38-EN,2019
5209,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,A_C-4_53_SR-9-EN,1998
5210,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_63_PV.69-EN,2008
5211,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_AC.96_SR.628-EN,2010
5212,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,A_C.1_57_PV.25-EN,2002
5213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_55_SR.2_Corr.1-EN,2001
5214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-1_49_PV-18-EN,1994
5215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_60_PV.39-EN,2005
5216,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,A_65_PV.6-EN,2010
5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,A_57_PV.53-EN,2002
5218,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_61_SR.23-EN,2006
5219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_C.6_66_SR.10-EN,2011
5220,0,3,0,0,0,18,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,A_50_PV.98-EN,1995
5221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.96_SR.648-EN,2012
5222,0,0,0,0,0,6,0,0,0,0,0,0,11,11,0,0,0,0,0,11,3,1,0,0,A_C-6_64_SR-25-EN,2009
5223,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,A_55_PV-105-EN,2001
5224,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,8,0,0,A_C.5_55_SR.28-EN,2000
5225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,A_67_PV.12-EN,2012
5226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_54_SR.10-EN,1999
5227,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_64_PV.90-EN,2010
5228,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,4,0,0,A_C.4_74_SR.12-EN,2020
5229,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC-96_SR-551-EN,2000
5230,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,A_72_PV-114-EN,2018
5231,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,6,0,0,0,3,A_C.3_52_SR.44-EN,1997
5232,1,2,1,1,1,4,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,A_AC.183_SR.238-EN,1998
5233,0,0,0,0,0,4,0,2,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,A_74_PV.38-EN,2019
5234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,A_49_PV.38-EN,1994
5235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,A_C.2_66_SR.25-EN,2011
5236,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,A_C.3_62_SR.42-EN,2008
5237,4,0,0,4,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,A_C.1_67_PV.11-EN,2012
5238,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,A_C-5_71_SR-31-EN,2017
5239,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_69_SR.13-EN,2015
5240,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0,A_68_PV.17-EN,2013
5241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_56_SR.19-EN,2002
5242,0,0,0,0,0,1,0,0,0,0,0,0,16,16,0,0,0,0,0,16,0,0,0,0,A_C.2_54_SR.43-EN,2000
5243,0,0,0,0,0,1,0,0,0,0,0,0,24,24,0,0,0,0,0,27,0,23,0,0,A_C.5_66_SR.38-EN,2012
5244,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,2,0,1,A_74_PV.14-EN,2019
5245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_58_SR.28-EN,2004
5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_74_SR.15-EN,2020
5247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_56_SR.23-EN,2001
5248,0,0,0,0,0,2,0,0,0,0,0,0,7,7,0,0,0,0,0,7,1,0,0,0,A_C.3_69_SR.15-EN,2014
5249,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A_C-1_49_PV-5-EN,1994
5250,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_49_SR.7-EN,1994
5251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_53_SR.1-35_Corrigendum-EN,1999
5252,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,A_C.5_56_SR.30-EN,2001
5253,0,0,0,0,0,5,0,0,0,0,0,0,15,15,0,0,0,0,0,15,0,0,0,0,A_C.2_49_SR.35-EN,1995
5254,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,1,1,2,0,A_73_PV-51-EN,2018
5255,0,0,0,0,0,1,2,1,0,0,0,0,13,13,0,0,0,0,3,13,0,0,0,1,A_C.3_63_SR.43-EN,2009
5256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-4_60_SR-21-EN,2005
5257,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,A_C.5_63_SR.19-EN,2009
5258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_AC-96_SR-543-EN,2000
5259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.2_60_SR.6-EN,2005
5260,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,A_C.5_58_SR.42-EN,2004
5261,1,1,0,0,0,20,0,0,0,3,1,0,0,5,0,0,0,0,2,0,0,2,0,15,A_64_PV-68-EN,2010
5262,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-4_61_SR-2-EN,2006
5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_63_PV-44-EN,2008
5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.96_SR.659-EN,2012
5265,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,A_C.5_55_SR.15-EN,2000
5266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,A_C.2_51_SR.14-EN,1997
5267,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_61_SR.24-EN,2006
5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_69_SR.27-EN,2014
5269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_50_SR.1-44_Corrigendum-EN,1998
5270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_73_PV.22-EN,2018
5271,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,A_C.5_69_SR.28-EN,2015
5272,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,A_C-1_69_PV-9-EN,2014
5273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,A_50_PV.4-EN,1995
5274,0,0,0,0,0,2,0,0,0,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,A_C.3_64_SR.43-EN,2010
5275,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A_69_PV.4-EN,2014
5276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,A_C.3_70_SR.8-EN,2015
5277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_51_PV-54-EN,1996
5278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_56_SR.13-EN,2001
5279,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,A_56_PV.65-EN,2001
5280,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_68_SR.2-EN,2013
5281,0,0,0,0,0,0,4,3,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,0,A_53_PV.51-EN,1998
5282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,A_C.6_64_SR.4-EN,2009
5283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,A_68_PV.16-EN,2013
5284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-2_67_SR-15-EN,2012
5285,0,0,0,0,0,0,8,0,0,0,0,0,5,5,0,2,0,0,0,5,0,0,0,3,A_C.3_58_SR.52-EN,2003
5286,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,A_C-5_57_SR-49-EN,2003
5287,0,0,0,0,0,1,0,3,0,0,0,0,2,2,0,1,0,0,0,2,1,0,0,1,A_C.3_50_SR.40-EN,1996
5288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_66_SR.26-EN,2012
5289,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,A_C.6_63_SR.3-EN,2008
5290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A_C.3_55_SR.31-EN,2000
5291,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,7,1,0,0,1,A_C.2_62_SR.28-EN,2007
5292,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A_C.5_50_SR.7-EN,1995
5293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_65_SR.12-EN,2010
5294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_50_SR.1-46_Corrigendum-EN,1997
5295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,A_AC.96_SR.518-EN,1997
5296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,A_C.3_69_SR.23-EN,2014
5297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,A_C.3_57_SR.19-EN,2002
5298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,A_C.3_54_SR.54-EN,1999
5299,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,A_C.4_67_SR.13-EN,2013
5300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,A_66_PV.118-EN,2012
5301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_64_PV-20-EN,2009
5302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,A_C.5_60_SR.54-EN,2006
5303,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,4,3,0,0,A_56_PV.47-EN,2001
5304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_58_SR.63-EN,2004
5305,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_73_PV.61-EN,2018
5306,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_66_SR.27-EN,2012
5307,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_BUR_69_SR.1-EN,2014
5308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,A_61_PV.86-EN,2007
5309,1,1,1,1,1,10,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,A_C.5_47_SR.60-EN,1994
5310,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,A_61_PV.12-EN,2006
5311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,A_49_PV.26-EN,1994
5312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_51_SR.44-EN,1997
5313,0,0,0,0,0,6,0,0,0,0,0,0,25,25,0,1,0,0,0,25,0,9,0,0,A_C.4_51_SR.22-EN,1997
5314,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,A_C.4_62_SR.6-EN,2007
5315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.3_52_SR.15-EN,1997
5316,0,0,0,0,0,27,0,0,0,9,0,0,0,0,0,0,0,0,14,2,0,4,0,34,A_71_PV-53-EN,2016
5317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_56_SR.25-EN,2001
5318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,A_53_PV.89-EN,1998
5319,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_60_SR.24-EN,2005
5320,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,A_C-4_71_SR-2-EN,2016
5321,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,A_C.1_66_PV.5-EN,2012
5322,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-6_71_SR-29-EN,2016
5323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_55_SR.6-EN,2000
5324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,A_C.5_58_SR.43-EN,2004
5325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_63_PV.81-EN,2009
5326,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_68_SR.12-EN,2013
5327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_AC.96_SR.572-EN,2004
5328,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_50_SR.2-EN,1995
5329,0,1,0,0,1,34,6,0,0,22,0,0,0,18,0,1,0,0,35,3,0,0,0,50,A_49_PV.90-EN,1994
5330,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C-5_54_SR-30-EN,1999
5331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,A_C.3_54_SR.47-EN,2000
5332,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,A_C.1_52_PV.4-EN,1997
5333,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.5_68_SR.32-EN,2014
5334,0,0,0,0,0,4,0,0,0,0,0,0,9,9,0,0,0,0,2,11,0,0,0,1,A_C.3_48_SR.38-EN,1994
5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A_64_PV-30-EN,2009
5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_74_SR.21-EN,2019
5337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_57_PV.87-EN,2003
5338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.96_SR.517-EN,1997
5339,0,0,0,0,0,8,0,0,0,0,0,0,18,17,0,1,0,0,0,17,0,1,0,1,A_C.5_63_SR.28-EN,2009
5340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A_C.4_50_SR.3-EN,1995
5341,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0,0,A_C-5_70_SR-36-EN,2016
5342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.3_68_SR.2-EN,2013
5343,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.183_SR.310-EN,2008
5344,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A_C.5_50_SR.22-EN,1996
5345,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A_C.5_59_SR.60-EN,2005
5346,0,0,0,0,0,30,0,0,0,0,0,0,0,16,0,0,0,0,2,2,0,13,0,22,A_67_PV.90-EN,2013
5347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A_S-28_PV.1-EN,2005
5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_59_SR.12-EN,2005
5349,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,A_65_PV-54-EN,2011
5350,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,A_C.2_70_SR.21-EN,2015
5351,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,A_C-6_72_SR-11-EN,2017
5352,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,A_C.5_52_SR.23-EN,1997
5353,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,A_C.2_64_SR.37-EN,2010
5354,0,0,0,0,0,10,1,0,0,0,0,0,2,2,0,0,0,0,0,2,93,8,0,0,A_C.6_57_SR.11-EN,2003
5355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_61_PV.42-EN,2006
5356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.6_56_SR.9-EN,2001
5357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_BUR_57_SR.6-EN,2003
5358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,A_74_PV.7-EN,2019
5359,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_62_PV-102-EN,2008
5360,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_AC.96_SR.513-EN,1996
5361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,A_54_PV.12-EN,1999
5362,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,A_65_PV.37-EN,2010
5363,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,1,1,1,0,2,0,0,A_C.4_51_SR.3-EN,1996
5364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,A_C.5_56_SR.11-EN,2001
5365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_C.2_52_SR.21-EN,1997
5366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_51_PV-48-EN,1996
5367,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,A_C-4_50_SR-10-EN,1995
